Player,Club,Age,Position,Nation,Value
Luka Jovic,ACF Fiorentina,25,Attack,Serbia,8000000.0
Lucas Torró,CA Osasuna,28,midfield,Spain,8000000.0
Óscar Rodríguez,Celta de Vigo,24,midfield,Spain,8000000.0
César Montes,RCD Espanyol Barcelona,26,Defender,Mexico,8000000.0
Cyle Larin,Real Valladolid CF,28,Attack,Canada,8000000.0
Alphonse Areola,West Ham United,30,Goalkeeper,France,8000000.0
Georginio Wijnaldum,AS Roma,32,midfield,Netherlands,8000000.0
Gianluca Caprari,AC Monza,29,Attack,Italy,8000000.0
Joseph Aidoo,Celta de Vigo,27,Defender,Ghana,8000000.0
Tanguy Nianzou,Sevilla FC,21,Defender,France,7500000.0
Marvin Ducksch,SV Werder Bremen,29,Attack,Germany,7500000.0
Andreas Hanche-Olsen,1.FSV Mainz 05,26,Defender,Norway,7500000.0
Christian Günter,SC Freiburg,30,Defender,Germany,7500000.0
Nedim Bajrami,US Sassuolo,24,midfield,Albania,7500000.0
Alex Telles,Sevilla FC,30,Defender,Brazil,7500000.0
Santi Comesaña,Rayo Vallecano,26,midfield,Spain,7500000.0
Marcão,Sevilla FC,27,Defender,Brazil,7500000.0
Manuel Lazzari,SS Lazio,29,Defender,Italy,7500000.0
Arne Engels,FC Augsburg,19,midfield,Belgium,7500000.0
Kristian Thorstvedt,US Sassuolo,24,midfield,Norway,7500000.0
Sergio Akieme,UD Almería,25,Defender,Spain,7500000.0
Moritz Jenz,FC Schalke 04,24,Defender,Germany,7500000.0
Aïssa Laïdouni,1.FC Union Berlin,26,midfield,Tunisia,7000000.0
Marvin Schwäbe,1.FC Köln,28,Goalkeeper,Germany,7000000.0
Manuel Neuer,Bayern Munich,37,Goalkeeper,Germany,7000000.0
Emil Forsberg,RB Leipzig,31,midfield,Sweden,7000000.0
Yussuf Poulsen,RB Leipzig,29,Attack,Denmark,7000000.0
Marco Friedl,SV Werder Bremen,25,Defender,Austria,7000000.0
Niklas Dorsch,FC Augsburg,25,midfield,Germany,7000000.0
Enzo Millot,VfB Stuttgart,20,midfield,France,7000000.0
Tiago Tomás,VfB Stuttgart,21,Attack,Portugal,7000000.0
Alex Kral,FC Schalke 04,25,midfield,Czech Republic,7000000.0
Jordan,1.FC Union Berlin,27,Attack,United States,7000000.0
Tom Krauß,FC Schalke 04,22,midfield,Germany,7000000.0
Kasper Dolberg,TSG 1899 Hoffenheim,25,Attack,Denmark,7000000.0
Janik Haberer,1.FC Union Berlin,29,midfield,Germany,7000000.0
Grischa Prömel,TSG 1899 Hoffenheim,28,midfield,Germany,7000000.0
Marco Reus,Borussia Dortmund,34,midfield,Germany,7000000.0
Aarón Martín,1.FSV Mainz 05,26,Defender,Spain,7000000.0
Kristijan Jakic,Eintracht Frankfurt,26,midfield,Croatia,7000000.0
Ihlas Bebou,TSG 1899 Hoffenheim,29,Attack,Togo,7000000.0
Dennis Praet,Leicester City,29,midfield,Belgium,7000000.0
Domagoj Bradaric,US Salernitana 1919,23,Defender,Croatia,7000000.0
Rick Karsdorp,AS Roma,28,Defender,Netherlands,7000000.0
Juan Larios,Southampton FC,19,Defender,Spain,7000000.0
Ibrahima Diallo,Southampton FC,24,midfield,France,7000000.0
Alex Oxlade-Chamberlain,Liverpool FC,29,midfield,England,7000000.0
Michail Antonio,West Ham United,33,Attack,Jamaica,7000000.0
Brandon Williams,Manchester United,22,Defender,England,7000000.0
Krzysztof Piatek,US Salernitana 1919,27,Attack,Poland,7000000.0
Lucas Robertone,UD Almería,26,midfield,Argentina,7000000.0
Jeffrey Schlupp,Crystal Palace,30,midfield,Ghana,7000000.0
Walace,Udinese Calcio,28,midfield,Brazil,7000000.0
Juan Miranda,Real Betis Balompié,23,Defender,Spain,7000000.0
Jean-Philippe Mateta,Crystal Palace,25,Attack,France,7000000.0
Martín Satriano,FC Empoli,22,Attack,Uruguay,7000000.0
Luca Pellegrini,SS Lazio,24,Defender,Italy,7000000.0
Bobby De Cordova-Reid,Fulham FC,30,midfield,Jamaica,7000000.0
Ivan Perisic,Tottenham Hotspur,34,midfield,Croatia,7000000.0
Davide Zappacosta,Atalanta BC,31,Defender,Italy,7000000.0
Japhet Tanganga,Tottenham Hotspur,24,Defender,England,7000000.0
Abner,Real Betis Balompié,23,Defender,Brazil,7000000.0
Leo Östigard,SSC Napoli,23,Defender,Norway,7000000.0
Dion Beljo,FC Augsburg,21,Attack,Croatia,6500000.0
Jan Thielmann,1.FC Köln,21,Attack,Germany,6500000.0
Rubén Vargas,FC Augsburg,24,Attack,Switzerland,6500000.0
Luca Netz,Borussia Mönchengladbach,20,Defender,Germany,6500000.0
Arne Maier,FC Augsburg,24,midfield,Germany,6500000.0
Robert Skov,TSG 1899 Hoffenheim,27,midfield,Denmark,6500000.0
Nikola Moro,Bologna FC 1909,25,midfield,Croatia,6500000.0
Simone Bastoni,Spezia Calcio,26,midfield,Italy,6500000.0
Wataru Endo,VfB Stuttgart,30,midfield,Japan,6500000.0
Nemanja Maksimovic,Getafe CF,28,midfield,Serbia,6000000.0
Vini Souza,RCD Espanyol Barcelona,24,midfield,Brazil,6000000.0
Álvaro Rodríguez,Real Madrid,18,Attack,Uruguay,6000000.0
Raúl Jiménez,Wolverhampton Wanderers,32,Attack,Mexico,6000000.0
Adrien Tamèze,Hellas Verona,29,midfield,Cameroon,6000000.0
Kerem Demirbay,Bayer 04 Leverkusen,29,midfield,Germany,6000000.0
Linton Maina,1.FC Köln,24,Attack,Germany,6000000.0
Amos Pieper,SV Werder Bremen,25,Defender,Germany,6000000.0
Nadiem Amiri,Bayer 04 Leverkusen,26,midfield,Germany,6000000.0
Mitchell Weiser,SV Werder Bremen,29,Defender,Germany,6000000.0
Mats Hummels,Borussia Dortmund,34,Defender,Germany,6000000.0
Omar Marmoush,VfL Wolfsburg,24,Attack,Egypt,6000000.0
Yannick Gerhardt,VfL Wolfsburg,29,midfield,Germany,6000000.0
Marlon,AC Monza,27,Defender,Brazil,6000000.0
Giulian Biancone,Nottingham Forest,23,Defender,France,6000000.0
Toma Basic,SS Lazio,26,midfield,Croatia,6000000.0
Ander Barrenetxea,Real Sociedad,21,Attack,Spain,6000000.0
Roberto Pereyra,Udinese Calcio,32,midfield,Argentina,6000000.0
Álvaro García,Rayo Vallecano,30,Attack,Spain,6000000.0
Largie Ramazani,UD Almería,22,Attack,Belgium,6000000.0
Lázaro,UD Almería,21,Attack,Brazil,6000000.0
Mikel Vesga,Athletic Bilbao,30,midfield,Spain,6000000.0
Rafael Tolói,Atalanta BC,32,Defender,Italy,6000000.0
Jamal Lewis,Newcastle United,25,Defender,Northern Ireland,6000000.0
Dani Parejo,Villarreal CF,34,midfield,Spain,6000000.0
Emil Audero,UC Sampdoria,26,Goalkeeper,Italy,6000000.0
Samu Castillejo,Valencia CF,28,Attack,Spain,6000000.0
Hugo Bueno,Wolverhampton Wanderers,20,Defender,Spain,6000000.0
Stefan Savic,Atlético de Madrid,32,Defender,Montenegro,6000000.0
Willian José,Real Betis Balompié,31,Attack,Brazil,6000000.0
Ante Budimir,CA Osasuna,31,Attack,Croatia,6000000.0
Mohamed Elneny,Arsenal FC,30,midfield,Egypt,6000000.0
Nacho Fernández,Real Madrid,33,Defender,Spain,6000000.0
Facundo Pellistri,Manchester United,21,Attack,Uruguay,6000000.0
Danny Ward,Leicester City,30,Goalkeeper,Wales,6000000.0
Hans Hateboer,Atalanta BC,29,Defender,Netherlands,6000000.0
Ante Rebic,AC Milan,29,Attack,Croatia,6000000.0
Ayoze Pérez,Real Betis Balompié,29,Attack,Spain,6000000.0
Henrikh Mkhitaryan,Inter Milan,34,midfield,Armenia,6000000.0
Aihen Muñoz,Real Sociedad,25,Defender,Spain,6000000.0
Divock Origi,AC Milan,28,Attack,Belgium,6000000.0
Jordan Zemura,AFC Bournemouth,23,Defender,Zimbabwe,6000000.0
Renato Tapia,Celta de Vigo,27,midfield,Peru,6000000.0
Sam Johnstone,Crystal Palace,30,Goalkeeper,England,6000000.0
Mouctar Diakhaby,Valencia CF,26,Defender,Guinea,6000000.0
Toti,Wolverhampton Wanderers,24,Defender,Portugal,6000000.0
Matteo Lovato,US Salernitana 1919,23,Defender,Italy,6000000.0
Dany Mota,AC Monza,25,Attack,Portugal,6000000.0
Jon Pacheco,Real Sociedad,22,Defender,Spain,6000000.0
Unai Núñez,Celta de Vigo,26,Defender,Spain,6000000.0
Eldor Shomurodov,Spezia Calcio,27,Attack,Uzbekistan,6000000.0
Rodrigo,Leeds United,32,Attack,Spain,6000000.0
Suso,Sevilla FC,29,Attack,Spain,6000000.0
Lucas Moura,Tottenham Hotspur,30,Attack,Brazil,6000000.0
Carlos Vinícius,Fulham FC,28,Attack,Brazil,6000000.0
Iago Aspas,Celta de Vigo,35,Attack,Spain,6000000.0
Ryan Fraser,Newcastle United,29,Attack,Scotland,6000000.0
Joan González,US Lecce,21,midfield,Spain,6000000.0
Joselu,RCD Espanyol Barcelona,33,Attack,Spain,6000000.0
Brian Oliván,RCD Espanyol Barcelona,29,Defender,Spain,6000000.0
Nico Melamed,RCD Espanyol Barcelona,22,Attack,Spain,6000000.0
Mads Roerslev,Brentford FC,24,Defender,Denmark,6000000.0
Luís Maximiano,SS Lazio,24,Goalkeeper,Portugal,6000000.0
Isak Hien,Hellas Verona,24,Defender,Sweden,6000000.0
Manuel Lanzini,West Ham United,30,midfield,Argentina,6000000.0
Rubén García,CA Osasuna,29,Attack,Spain,6000000.0
Alessandro Zanoli,UC Sampdoria,22,Defender,Italy,6000000.0
Milos Veljkovic,SV Werder Bremen,27,Defender,Serbia,5500000.0
Iago,FC Augsburg,26,Defender,Brazil,5500000.0
Reece Oxford,FC Augsburg,24,Defender,England,5500000.0
Julian Chabot,1.FC Köln,25,Defender,Germany,5500000.0
Edimilson Fernandes,1.FSV Mainz 05,27,midfield,Switzerland,5500000.0
Chidera Ejuke,Hertha BSC,25,Attack,Nigeria,5500000.0
Frederik Rönnow,1.FC Union Berlin,30,Goalkeeper,Denmark,5500000.0
Stanley Nsoki,TSG 1899 Hoffenheim,24,Defender,France,5500000.0
Morten Thorsby,1.FC Union Berlin,27,midfield,Norway,5500000.0
Giulio Maggiore,US Salernitana 1919,25,midfield,Italy,5500000.0
Niklas Stark,SV Werder Bremen,28,Defender,Germany,5500000.0
Rogério,US Sassuolo,25,Defender,Brazil,5500000.0
Marcus Ingvartsen,1.FSV Mainz 05,27,Attack,Denmark,5500000.0
Daniel Iversen,Leicester City,25,Goalkeeper,Denmark,5000000.0
Matteo Cancellieri,SS Lazio,21,Attack,Italy,5000000.0
Emil Holm,Spezia Calcio,23,Defender,Sweden,5000000.0
Óscar Valentín,Rayo Vallecano,28,midfield,Spain,5000000.0
Jordan Ayew,Crystal Palace,31,Attack,Ghana,5000000.0
Sam Surridge,Nottingham Forest,24,Attack,England,5000000.0
Matteo Gabbia,AC Milan,23,Defender,Italy,5000000.0
César Azpilicueta,Chelsea FC,33,Defender,Spain,5000000.0
Valentín Carboni,Inter Milan,18,midfield,Argentina,5000000.0
Sam Greenwood,Leeds United,21,midfield,England,5000000.0
Monchu,Real Valladolid CF,23,midfield,Spain,5000000.0
Will Hughes,Crystal Palace,28,midfield,England,5000000.0
Raoul Bellanova,Inter Milan,23,Defender,Italy,5000000.0
Gonzalo Plata,Real Valladolid CF,22,Attack,Ecuador,5000000.0
Gastón Álvarez,Getafe CF,23,Defender,Uruguay,5000000.0
Patric,SS Lazio,30,Defender,Spain,5000000.0
Jonjo Shelvey,Nottingham Forest,31,midfield,England,5000000.0
Eric Maxim Choupo-Moting,Bayern Munich,34,Attack,Cameroon,5000000.0
Florian Kainz,1.FC Köln,30,Attack,Austria,5000000.0
András Schäfer,1.FC Union Berlin,24,midfield,Hungary,5000000.0
Jessic Ngankam,Hertha BSC,22,Attack,Germany,5000000.0
Marco Richter,Hertha BSC,25,Attack,Germany,5000000.0
Yann Sommer,Bayern Munich,34,Goalkeeper,Switzerland,5000000.0
Nathan Ngoumou,Borussia Mönchengladbach,23,Attack,France,5000000.0
Lucas Höler,SC Freiburg,28,Attack,Germany,5000000.0
Kevin Paredes,VfL Wolfsburg,20,midfield,United States,5000000.0
Robin Knoche,1.FC Union Berlin,31,Defender,Germany,5000000.0
Thomas Meunier,Borussia Dortmund,31,Defender,Belgium,5000000.0
Denis Huseinbasic,1.FC Köln,21,midfield,Germany,5000000.0
Angelo Stiller,TSG 1899 Hoffenheim,22,midfield,Germany,5000000.0
Jens Stage,SV Werder Bremen,26,midfield,Denmark,5000000.0
Robin Zentner,1.FSV Mainz 05,28,Goalkeeper,Germany,5000000.0
Omar Richards,Nottingham Forest,25,Defender,England,5000000.0
Péter Gulácsi,RB Leipzig,33,Goalkeeper,Hungary,5000000.0
Paul Jaeckel,1.FC Union Berlin,24,Defender,Germany,5000000.0
Nelson Weiper,1.FSV Mainz 05,18,Attack,Germany,5000000.0
Stephan El Shaarawy,AS Roma,30,Attack,Italy,5000000.0
Sepp van den Berg,FC Schalke 04,21,Defender,Netherlands,5000000.0
Elseid Hysaj,SS Lazio,29,Defender,Albania,5000000.0
Axel Witsel,Atlético de Madrid,34,midfield,Belgium,5000000.0
Jorge Cuenca,Villarreal CF,23,Defender,Spain,5000000.0
Álvaro Odriozola,Real Madrid,27,Defender,Spain,5000000.0
Marco Silvestri,Udinese Calcio,32,Goalkeeper,Italy,5000000.0
Eden Hazard,Real Madrid,32,Attack,Belgium,5000000.0
Nacho Vidal,CA Osasuna,28,Defender,Spain,5000000.0
Felix Afena-Gyan,US Cremonese,20,Attack,Ghana,5000000.0
Pablo Barrios,Atlético de Madrid,20,midfield,Spain,5000000.0
Mislav Orsic,Southampton FC,30,Attack,Croatia,5000000.0
Patrick Ciurria,AC Monza,28,Attack,Italy,5000000.0
Yangel Herrera,Girona FC,25,midfield,Venezuela,5000000.0
Oriol Romeu,Girona FC,31,midfield,Spain,5000000.0
Cyriel Dessers,US Cremonese,28,Attack,Nigeria,5000000.0
Pablo Marí,AC Monza,29,Defender,Spain,5000000.0
Marko Arnautovic,Bologna FC 1909,34,Attack,Austria,5000000.0
Julen Agirrezabala,Athletic Bilbao,22,Goalkeeper,Spain,5000000.0
Lassana Coulibaly,US Salernitana 1919,27,midfield,Mali,5000000.0
Martin Erlic,US Sassuolo,25,Defender,Croatia,5000000.0
Lorenzo Colombo,US Lecce,21,Attack,Italy,5000000.0
Marcos Alonso,FC Barcelona,32,Defender,Spain,5000000.0
David Zima,Torino FC,22,Defender,Czech Republic,5000000.0
Aitor Ruibal,Real Betis Balompié,27,Defender,Spain,5000000.0
Youssouf Sabaly,Real Betis Balompié,30,Defender,Senegal,5000000.0
Wladimiro Falcone,US Lecce,28,Goalkeeper,Italy,5000000.0
Boubacar Traoré,Wolverhampton Wanderers,21,midfield,Mali,5000000.0
Germán Pezzella,Real Betis Balompié,32,Defender,Argentina,5000000.0
Cenk Özkacar,Valencia CF,22,Defender,Turkey,5000000.0
Josip Brekalo,ACF Fiorentina,25,Attack,Croatia,5000000.0
Valentino Lazaro,Torino FC,27,Defender,Austria,5000000.0
Samú Costa,UD Almería,22,midfield,Portugal,5000000.0
Carles Pérez,Celta de Vigo,25,Attack,Spain,5000000.0
Andriy Lunin,Real Madrid,24,Goalkeeper,Ukraine,5000000.0
Matt Doherty,Atlético de Madrid,31,Defender,Ireland,5000000.0
Calvin Ramsay,Liverpool FC,19,Defender,Scotland,5000000.0
Sergio Busquets,FC Barcelona,34,midfield,Spain,5000000.0
Sergi Roberto,FC Barcelona,31,Defender,Spain,5000000.0
Jordi Alba,FC Barcelona,34,Defender,Spain,5000000.0
Idrissa Gueye,Everton FC,33,midfield,Senegal,5000000.0
Domingos Duarte,Getafe CF,28,Defender,Portugal,5000000.0
Luis Muriel,Atalanta BC,32,Attack,Colombia,5000000.0
Cristiano Biraghi,ACF Fiorentina,30,Defender,Italy,5000000.0
Rui Patrício,AS Roma,35,Goalkeeper,Portugal,5000000.0
Adrià Pedrosa,RCD Espanyol Barcelona,25,Defender,Spain,5000000.0
Martin Braithwaite,RCD Espanyol Barcelona,32,Attack,Denmark,5000000.0
Djené,Getafe CF,31,Defender,Togo,5000000.0
Denis Suárez,RCD Espanyol Barcelona,29,midfield,Spain,5000000.0
Pasquale Mazzocchi,US Salernitana 1919,27,Defender,Italy,4800000.0
Paxten Aaronson,Eintracht Frankfurt,19,midfield,United States,4500000.0
Stuart Armstrong,Southampton FC,31,midfield,Scotland,4500000.0
Waldemar Anton,VfB Stuttgart,26,Defender,Germany,4500000.0
Romano Schmid,SV Werder Bremen,23,midfield,Austria,4500000.0
Pierluigi Gollini,SSC Napoli,28,Goalkeeper,Italy,4500000.0
Suat Serdar,Hertha BSC,26,midfield,Germany,4500000.0
Jeremy Toljan,US Sassuolo,28,Defender,Germany,4500000.0
Enzo Ebosse,Udinese Calcio,24,Defender,Cameroon,4500000.0
Gianluca Gaetano,SSC Napoli,23,midfield,Italy,4500000.0
Jamaal Lascelles,Newcastle United,29,Defender,England,4500000.0
Matías Vecino,SS Lazio,31,midfield,Uruguay,4500000.0
Bartlomiej Dragowski,Spezia Calcio,25,Goalkeeper,Poland,4500000.0
Junior Messias,AC Milan,32,Attack,Brazil,4500000.0
Youssef Maleh,US Lecce,24,midfield,Morocco,4500000.0
Ruan Tressoldi,US Sassuolo,24,Defender,Brazil,4500000.0
Kike Pérez,Real Valladolid CF,26,midfield,Spain,4500000.0
Martin Valjent,RCD Mallorca,27,Defender,Slovakia,4500000.0
Oliver Abildgaard,Hellas Verona,27,midfield,Denmark,4500000.0
Marin Pongracic,US Lecce,25,Defender,Croatia,4000000.0
Ramón Terrats,Villarreal CF,22,midfield,Spain,4000000.0
Iñaki Peña,FC Barcelona,24,Goalkeeper,Spain,4000000.0
Thomas Henry,Hellas Verona,28,Attack,France,4000000.0
Samuel Umtiti,US Lecce,29,Defender,France,4000000.0
Valentin Gendrey,US Lecce,23,Defender,France,4000000.0
Manu Trigueros,Villarreal CF,31,midfield,Spain,4000000.0
Diego Coppola,Hellas Verona,19,Defender,Italy,4000000.0
Rémi Oudin,US Lecce,26,Attack,France,4000000.0
Lorenzo Montipò,Hellas Verona,27,Goalkeeper,Italy,4000000.0
Oliver Christensen,Hertha BSC,24,Goalkeeper,Denmark,4000000.0
Yannik Keitel,SC Freiburg,23,midfield,Germany,4000000.0
Noah Weißhaupt,SC Freiburg,21,Attack,Germany,4000000.0
Marvin Friedrich,Borussia Mönchengladbach,27,Defender,Germany,4000000.0
Paulo Otávio,VfL Wolfsburg,28,Defender,Brazil,4000000.0
Patrick Osterhage,VfL Bochum,23,midfield,Germany,4000000.0
Atakan Karazor,VfB Stuttgart,26,midfield,Germany,4000000.0
Jae-sung Lee,1.FSV Mainz 05,30,midfield,"Korea, South",4000000.0
Takuma Asano,VfL Bochum,28,Attack,Japan,4000000.0
Hrvoje Smolcic,Eintracht Frankfurt,22,Defender,Croatia,4000000.0
Rodrigo Zalazar,FC Schalke 04,23,midfield,Uruguay,4000000.0
Oliver Baumann,TSG 1899 Hoffenheim,33,Goalkeeper,Germany,4000000.0
Chris Führich,VfB Stuttgart,25,Attack,Germany,4000000.0
Jannik Vestergaard,Leicester City,30,Defender,Denmark,4000000.0
Lameck Banda,US Lecce,22,Attack,Zambia,4000000.0
Simone Verdi,Hellas Verona,30,midfield,Italy,4000000.0
Kieffer Moore,AFC Bournemouth,30,Attack,Wales,4000000.0
Hugo Duro,Valencia CF,23,Attack,Spain,4000000.0
Ivan Rakitic,Sevilla FC,35,midfield,Croatia,4000000.0
Joe Rothwell,AFC Bournemouth,28,midfield,England,4000000.0
Haris Seferovic,Celta de Vigo,31,Attack,Switzerland,4000000.0
Stole Dimitrievski,Rayo Vallecano,29,Goalkeeper,North Macedonia,4000000.0
Andrea Colpani,AC Monza,24,midfield,Italy,4000000.0
Alfred Duncan,ACF Fiorentina,30,midfield,Ghana,4000000.0
Florian Lejeune,Rayo Vallecano,32,Defender,France,4000000.0
Karim Rekik,Sevilla FC,28,Defender,Netherlands,4000000.0
Nemanja Matic,AS Roma,34,midfield,Serbia,4000000.0
José Ángel Carmona,Elche CF,21,Defender,Spain,4000000.0
Mërgim Vojvoda,Torino FC,28,Defender,Kosovo,4000000.0
Mattia Perin,Juventus FC,30,Goalkeeper,Italy,4000000.0
Rúben Vinagre,Everton FC,24,Defender,Portugal,4000000.0
Federico Bonazzoli,US Salernitana 1919,26,Attack,Italy,4000000.0
Antonio Raíllo,RCD Mallorca,31,Defender,Spain,4000000.0
Nemanja Gudelj,Sevilla FC,31,midfield,Serbia,4000000.0
Omar Alderete,Getafe CF,26,Defender,Paraguay,4000000.0
Michel Aebischer,Bologna FC 1909,26,midfield,Switzerland,4000000.0
Shola Shoretire,Manchester United,19,Attack,England,4000000.0
Andreaw Gravillon,Torino FC,25,Defender,Guadeloupe,4000000.0
Edin Dzeko,Inter Milan,37,Attack,Bosnia-Herzegovina,4000000.0
Matteo Darmian,Inter Milan,33,Defender,Italy,4000000.0
Alessio Zerbin,SSC Napoli,24,Attack,Italy,4000000.0
Isaac Success,Udinese Calcio,27,Attack,Nigeria,4000000.0
Koni De Winter,FC Empoli,21,Defender,Belgium,4000000.0
Kike Barja,CA Osasuna,26,Attack,Spain,4000000.0
Keylor Navas,Nottingham Forest,36,Goalkeeper,Costa Rica,4000000.0
Marko Dmitrović,Sevilla FC,31,Goalkeeper,Serbia,4000000.0
Roberto Gagliardini,Inter Milan,29,midfield,Italy,4000000.0
Francesco Acerbi,Inter Milan,35,Defender,Italy,4000000.0
Iván Balliu,Rayo Vallecano,31,Defender,Albania,4000000.0
Olivier Giroud,AC Milan,36,Attack,France,4000000.0
Gonzalo Melero,UD Almería,29,midfield,Spain,4000000.0
Álex Fernández,Cádiz CF,30,midfield,Spain,4000000.0
Luis Milla,Getafe CF,28,midfield,Spain,4000000.0
Manu Morlanes,RCD Mallorca,24,midfield,Spain,4000000.0
Juan Cuadrado,Juventus FC,35,midfield,Colombia,4000000.0
Tino Kadewere,RCD Mallorca,27,Attack,Zimbabwe,4000000.0
Edu Expósito,RCD Espanyol Barcelona,26,midfield,Spain,4000000.0
Nathaniel Phillips,Liverpool FC,26,Defender,England,4000000.0
David Silva,Real Sociedad,37,midfield,Spain,4000000.0
Pierre-Emerick Aubameyang,Chelsea FC,34,Attack,Gabon,4000000.0
David Okereke,US Cremonese,25,Attack,Nigeria,4000000.0
Théo Bongonda,Cádiz CF,27,Attack,DR Congo,4000000.0
Emirhan Ilkhan,UC Sampdoria,19,midfield,Turkey,4000000.0
Matteo Ruggeri,Atalanta BC,20,Defender,Italy,4000000.0
Yan Couto,Girona FC,21,Defender,Brazil,4000000.0
Ilaix Moriba,Valencia CF,20,midfield,Guinea,4000000.0
Nemanja Radonjic,Torino FC,27,Attack,Serbia,4000000.0
Ellis Simms,Everton FC,22,Attack,England,4000000.0
Matías Soulé,Juventus FC,20,Attack,Argentina,4000000.0
Mert Müldür,US Sassuolo,24,Defender,Turkey,4000000.0
Tonny Vilhena,US Salernitana 1919,28,midfield,Netherlands,3800000.0
Charles Pickel,US Cremonese,26,midfield,Switzerland,3800000.0
Kelvin Amian,Spezia Calcio,25,Defender,France,3800000.0
Georgios Kyriakopoulos,Bologna FC 1909,27,Defender,Greece,3800000.0
Johan Vásquez,US Cremonese,24,Defender,Mexico,3600000.0
Harry Toffolo,Nottingham Forest,27,Defender,England,3500000.0
Ardian Ismajli,FC Empoli,26,Defender,Albania,3500000.0
Juan Jesus,SSC Napoli,32,Defender,Brazil,3500000.0
Paul Akouokou,Real Betis Balompié,25,midfield,Cote d'Ivoire,3500000.0
Ola Solbakken,AS Roma,24,Attack,Norway,3500000.0
Erik Botheim,US Salernitana 1919,23,Attack,Norway,3500000.0
Eray Cömert,Valencia CF,25,Defender,Switzerland,3500000.0
Unai López,Rayo Vallecano,27,midfield,Spain,3500000.0
Srdjan Babic,UD Almería,27,Defender,Serbia,3500000.0
Alfonso Espino,Cádiz CF,31,Defender,Uruguay,3500000.0
Thomas Strakosha,Brentford FC,28,Goalkeeper,Albania,3500000.0
Filippo Bandinelli,FC Empoli,28,midfield,Italy,3500000.0
Roberto Piccoli,FC Empoli,22,Attack,Italy,3500000.0
Munir El Haddadi,Getafe CF,27,Attack,Morocco,3500000.0
Dimitrios Nikolaou,Spezia Calcio,24,Defender,Greece,3500000.0
Szymon Zurkowski,Spezia Calcio,25,midfield,Poland,3500000.0
Juan Iglesias,Getafe CF,24,Defender,Spain,3500000.0
Festy Ebosele,Udinese Calcio,20,Defender,Ireland,3500000.0
Jacopo Fazzini,FC Empoli,20,midfield,Italy,3500000.0
Lyanco,Southampton FC,26,Defender,Brazil,3500000.0
Luca Kilian,1.FC Köln,23,Defender,Germany,3500000.0
Ivo Grbic,Atlético de Madrid,27,Goalkeeper,Croatia,3500000.0
Gerard Gumbau,Elche CF,28,midfield,Spain,3500000.0
José Copete,RCD Mallorca,23,Defender,Spain,3500000.0
Ronaël Pierre-Gabriel,RCD Espanyol Barcelona,25,Defender,France,3500000.0
Junior Sambia,US Salernitana 1919,26,Defender,France,3500000.0
Emanuele Valeri,US Cremonese,24,Defender,Italy,3500000.0
Florian Thauvin,Udinese Calcio,30,Attack,France,3500000.0
Soualiho Meïté,US Cremonese,29,midfield,France,3500000.0
Portu,Getafe CF,31,Attack,Spain,3500000.0
Koray Günter,UC Sampdoria,28,Defender,Germany,3500000.0
Yann Karamoh,Torino FC,24,Attack,Cote d'Ivoire,3500000.0
Lukasz Skorupski,Bologna FC 1909,32,Goalkeeper,Poland,3500000.0
Simon Kjaer,AC Milan,34,Defender,Denmark,3500000.0
Ricardo Rodríguez,Torino FC,30,Defender,Switzerland,3500000.0
Pietro Pellegri,Torino FC,22,Attack,Italy,3500000.0
Karol Linetty,Torino FC,28,midfield,Poland,3500000.0
Vanja Milinković-Savić,Torino FC,26,Goalkeeper,Serbia,3500000.0
Kevin Akpoguma,TSG 1899 Hoffenheim,28,Defender,Nigeria,3500000.0
Fodé Ballo-Touré,AC Milan,26,Defender,Senegal,3500000.0
Jack Stephens,Southampton FC,29,Defender,England,3500000.0
Ola Aina,Torino FC,26,Defender,Nigeria,3500000.0
Dominik Kohr,1.FSV Mainz 05,29,midfield,Germany,3500000.0
Lee Buchanan,SV Werder Bremen,22,Defender,England,3500000.0
Mads Pedersen,FC Augsburg,26,Defender,Denmark,3500000.0
Márton Dárdai,Hertha BSC,21,Defender,Germany,3500000.0
Nicolas Cozza,VfL Wolfsburg,24,Defender,France,3500000.0
Tom Rothe,Borussia Dortmund,18,Defender,Germany,3500000.0
Marcel Halstenberg,RB Leipzig,31,Defender,Germany,3500000.0
Woo-yeong Jeong,SC Freiburg,23,Attack,"Korea, South",3500000.0
Noah Atubolu,SC Freiburg,21,Goalkeeper,Germany,3500000.0
Tom Bischof,TSG 1899 Hoffenheim,18,midfield,Germany,3500000.0
Kelvin Yeboah,FC Augsburg,23,Attack,Italy,3500000.0
Elvis Rexhbecaj,FC Augsburg,25,midfield,Germany,3500000.0
Marc Oliver Kempf,Hertha BSC,28,Defender,Germany,3500000.0
Robert Gumny,FC Augsburg,25,Defender,Poland,3500000.0
Kevin Kampl,RB Leipzig,32,midfield,Slovenia,3500000.0
Silvan Widmer,1.FSV Mainz 05,30,Defender,Switzerland,3500000.0
Jonas Hector,1.FC Köln,33,Defender,Germany,3500000.0
Karim Onisiwo,1.FSV Mainz 05,31,Attack,Austria,3500000.0
Steffen Tigges,1.FC Köln,24,Attack,Germany,3500000.0
Maximilian Bauer,FC Augsburg,23,Defender,Germany,3500000.0
Emil Bohinen,US Salernitana 1919,24,midfield,Norway,3400000.0
Ondrej Duda,Hellas Verona,28,midfield,Slovakia,3400000.0
