,Players,Club,Position,Age,Nationality,Values
613,Justin Kluivert,AFC Bournemouth,Attack,24,Netherlands,-1000000.0
1939,Majeed Ashimeru,RSC Anderlecht,midfield,25,Ghana,-1000000.0
1534,Mathew Ryan,AZ Alkmaar,Goalkeeper,31,Australia,-1000000.0
2811,Jonathan Silva,Getafe CF,Defender,29,Argentina,-1000000.0
1365,Stephan El Shaarawy,AS Roma,Attack,30,Italy,-1000000.0
927,Luis Suárez,UD Almería,Attack,25,Colombia,-1000000.0
614,Corentin Tolisso,Olympique Lyon,midfield,28,France,-1000000.0
1784,Janis Antiste,US Sassuolo,Attack,20,France,-1000000.0
1362,Will Hughes,Crystal Palace,midfield,28,England,-1000000.0
1530,Yan Couto,Manchester City,Defender,21,Brazil,-1000000.0
1361,Jordan Ayew,Crystal Palace,Attack,31,Ghana,-1000000.0
1791,Álex Collado,FC Barcelona,Attack,24,Spain,-1000000.0
1369,Rui Patrício,AS Roma,Goalkeeper,35,Portugal,-1000000.0
1809,Fernando,Sevilla FC,midfield,35,Brazil,-1000000.0
2443,Jonas Martin,LOSC Lille,midfield,33,France,-1000000.0
602,Alexandre Lacazette,Olympique Lyon,Attack,32,France,-1000000.0
2172,Nicolas Haas,FC Empoli,midfield,27,Switzerland,-1000000.0
1008,Joe Rodon,Tottenham Hotspur,Defender,25,Wales,-1000000.0
2001,Faïz Selemani,KV Kortrijk,Attack,29,Comoros,-1000000.0
1202,Chiquinho,Wolverhampton Wanderers,Attack,23,Portugal,-1000000.0
2445,Alberto Soro,Granada CF,Attack,24,Spain,-1000000.0
611,David Carmo,FC Porto,Defender,23,Portugal,-1000000.0
2629,Jorge Fernandes,Vitória Guimarães SC,Defender,26,Portugal,-1000000.0
2661,Pedro Brazão,FC Famalicão,midfield,20,Portugal,-1000000.0
1153,Pedro Chirivella,FC Nantes,midfield,26,Spain,-1000000.0
1248,Mouctar Diakhaby,Valencia CF,Defender,26,Guinea,-1000000.0
1040,Bright Osayi-Samuel,Fenerbahce,Defender,25,Nigeria,-1000000.0
2150,Gonçalo Esteves,Sporting CP,Defender,19,Portugal,-1000000.0
1540,Manu Morlanes,RCD Mallorca,midfield,24,Spain,-1000000.0
2146,Rochinha,Sporting CP,Attack,28,Portugal,-1000000.0
483,Jordan Veretout,Olympique Marseille,midfield,30,France,-1000000.0
2414,Bruno Costa,FC Porto,midfield,26,Portugal,-1000000.0
1527,Jackson Muleka,Besiktas JK,Attack,23,DR Congo,-1000000.0
1023,Jeffrey Schlupp,Crystal Palace,midfield,30,Ghana,-1000000.0
1017,Olivier Boscagli,PSV Eindhoven,Defender,25,France,-1000000.0
1496,Thomas Henry,Hellas Verona,Attack,28,France,-1000000.0
951,Óscar Rodríguez,Sevilla FC,midfield,25,Spain,-1000000.0
2693,Kevin Vázquez,Celta de Vigo,Defender,30,Spain,-1000000.0
2726,Jaume Doménech,Valencia CF,Goalkeeper,32,Spain,-1000000.0
750,Matheus Henrique,US Sassuolo,midfield,25,Brazil,-1000000.0
2377,Francesco Caputo,FC Empoli,Attack,35,Italy,-1000000.0
2009,Kevin Vogt,TSG 1899 Hoffenheim,Defender,31,Germany,-1000000.0
1745,Martin Hongla,Hellas Verona,midfield,25,Cameroon,-1000000.0
2722,Riccardo Marchizza,Frosinone Calcio,Defender,25,Italy,-1000000.0
536,Luiz Felipe,Real Betis Balompié,Defender,26,Italy,-1000000.0
2398,Nico Serrano,Athletic Bilbao,Attack,20,Spain,-1000000.0
1746,Dries Mertens,Galatasaray,Attack,36,Belgium,-1000000.0
1747,Sergio Rico,Paris Saint-Germain,Goalkeeper,29,Spain,-1000000.0
2103,Benito Raman,RSC Anderlecht,Attack,28,Belgium,-1000000.0
2392,Adrian Grbic,FC Lorient,Attack,26,Austria,-1000000.0
1230,Nacho Fernández,Real Madrid,Defender,33,Spain,-1000000.0
1971,Kerim Mrabti,KV Mechelen,midfield,29,Sweden,-1000000.0
1497,Ignatius Ganago,FC Nantes,Attack,24,Cameroon,-1000000.0
1741,Edinson Cavani,Valencia CF,Attack,36,Uruguay,-1000000.0
833,Joris Chotard,Montpellier HSC,midfield,21,France,-1000000.0
946,Dennis Geiger,TSG 1899 Hoffenheim,midfield,25,Germany,-1000000.0
1525,Matteo Darmian,Inter Milan,Defender,33,Italy,-1000000.0
1519,Federico Bonazzoli,US Salernitana 1919,Attack,26,Italy,-1000000.0
1239,Ismail Jakobs,AS Monaco,Defender,23,Senegal,-1000000.0
1951,Maxime Busi,Stade Reims,Defender,23,Belgium,-1000000.0
1088,Matz Sels,RC Strasbourg Alsace,Goalkeeper,31,Belgium,-1000000.0
2672,Roberto Massimo,VfB Stuttgart,Attack,22,Germany,-1000000.0
1998,Habib Maïga,FC Metz,midfield,27,Cote d'Ivoire,-1000000.0
2674,Jay Rodríguez,Burnley FC,Attack,33,England,-1000000.0
548,Anthony Martial,Manchester United,Attack,27,France,-1000000.0
503,Harry Wilson,Fulham FC,Attack,26,Wales,-1000000.0
1738,Adama Soumaoro,Bologna FC 1909,Defender,31,France,-1000000.0
2678,Jere Uronen,Stade Brestois 29,Defender,29,Finland,-1000000.0
1508,Andrea Carboni,AC Monza,Defender,22,Italy,-1000000.0
510,João Mário,SL Benfica,midfield,30,Portugal,-1000000.0
1506,Andrei Girotto,FC Nantes,Defender,31,Brazil,-1000000.0
1505,Rúben Vinagre,Sporting CP,Defender,24,Portugal,-1000000.0
1504,Luis Milla,Getafe CF,midfield,28,Spain,-1000000.0
1381,Marko Arnautovic,Bologna FC 1909,Attack,34,Austria,-1000000.0
558,Matteo Pessina,AC Monza,midfield,26,Italy,-1000000.0
1818,Jon Morcillo,Athletic Bilbao,Attack,24,Spain,-1000000.0
1839,Alejandro Pozo,UD Almería,Defender,24,Spain,-1000000.0
2235,Oliver Norwood,Sheffield United,midfield,32,Northern Ireland,-1000000.0
1394,Sergi Roberto,FC Barcelona,Defender,31,Spain,-1000000.0
2204,Gastón Pereiro,Cagliari Calcio,midfield,28,Uruguay,-1000000.0
1597,Simone Verdi,Torino FC,midfield,31,Italy,-1000000.0
2987,Vitolo,Atlético de Madrid,Attack,33,Spain,-1000000.0
2272,Birger Verstraete,Royal Antwerp FC,midfield,29,Belgium,-1000000.0
842,Andoni Gorosabel,Real Sociedad,Defender,26,Spain,-1000000.0
1112,Jan Thielmann,1.FC Köln,Attack,21,Germany,-1000000.0
1674,Marco Bizot,Stade Brestois 29,Goalkeeper,32,Netherlands,-1000000.0
3002,Luís Neto,Sporting CP,Defender,35,Portugal,-1000000.0
911,Riccardo Sottil,ACF Fiorentina,Attack,24,Italy,-1000000.0
967,Frank Onyeka,Brentford FC,midfield,25,Nigeria,-1000000.0
2223,Sergi Guardiola,Cádiz CF,Attack,32,Spain,-1000000.0
2200,Jesús Vallejo,Real Madrid,Defender,26,Spain,-1000000.0
1670,Luca Kilian,1.FC Köln,Defender,23,Germany,-1000000.0
1426,Carles Pérez,Celta de Vigo,Attack,25,Spain,-1000000.0
1404,Fredrik Midtsjö,Galatasaray,midfield,29,Norway,-1000000.0
1849,Patrick van Aanholt,PSV Eindhoven,Defender,32,Netherlands,-1000000.0
1853,Paulo Oliveira,SC Braga,Defender,31,Portugal,-1000000.0
1618,Benjamin Lecomte,Montpellier HSC,Goalkeeper,32,France,-1000000.0
1051,Eliot Matazo,AS Monaco,midfield,21,Belgium,-1000000.0
1609,Marko Dmitrović,Sevilla FC,Goalkeeper,31,Serbia,-1000000.0
1214,Iago Aspas,Celta de Vigo,Attack,35,Spain,-1000000.0
1610,Karim Rekik,Sevilla FC,Defender,28,Netherlands,-1000000.0
1425,Mats Rits,Club Brugge KV,midfield,29,Belgium,-1000000.0
1406,Valentino Lazaro,Inter Milan,Defender,27,Austria,-1000000.0
2219,Radoslaw Majecki,AS Monaco,Goalkeeper,23,Poland,-1000000.0
1836,Bartosz Bialek,KAS Eupen,Attack,21,Poland,-1000000.0
2038,Eddie Salcedo,Inter Milan,Attack,21,Italy,-1000000.0
2262,Marko Lazetic,AC Milan,Attack,19,Serbia,-1000000.0
2177,Halil Dervisoglu,Brentford FC,Attack,23,Turkey,-1000000.0
2252,Craig Dawson,Wolverhampton Wanderers,Defender,33,England,-1000000.0
2180,Beñat Turrientes,Real Sociedad,midfield,21,Spain,-1000000.0
2460,Martín Aguirregabiria,FC Famalicão,Defender,27,Spain,-1000000.0
1581,Kieffer Moore,AFC Bournemouth,Attack,30,Wales,-1000000.0
2183,Yuri Berchiche,Athletic Bilbao,Defender,33,Spain,-1000000.0
1413,Eric Bailly,Manchester United,Defender,29,Cote d'Ivoire,-1000000.0
2257,Maximilian Beier,TSG 1899 Hoffenheim,Attack,20,Germany,-1000000.0
1688,Pietro Pellegri,Torino FC,Attack,22,Italy,-1000000.0
1303,Mauro Júnior,PSV Eindhoven,Defender,24,Brazil,-1000000.0
1909,Kevin Bonifazi,Bologna FC 1909,Defender,27,Italy,-1000000.0
2245,Houboulang Mendes,UD Almería,Defender,25,Guinea-Bissau,-1000000.0
1190,Matteo Lovato,US Salernitana 1919,Defender,23,Italy,-1000000.0
2191,Dani García,Athletic Bilbao,midfield,33,Spain,-1000000.0
2463,Nikola Maksimovic,Hatayspor,Defender,31,Serbia,-1000000.0
1985,Joël Drommel,PSV Eindhoven,Goalkeeper,26,Netherlands,-1000000.0
1828,Noah Mbamba,Bayer 04 Leverkusen,midfield,18,Belgium,-1000000.0
1687,Junior Sambia,US Salernitana 1919,Defender,26,France,-1000000.0
2026,Naci Ünüvar,Twente Enschede FC,Attack,20,Turkey,-1000000.0
2268,Steve Cook,Nottingham Forest,Defender,32,England,-1000000.0
1656,Arbër Zeneli,Stade Reims,Attack,28,Kosovo,-1000000.0
587,Jonathan Clauss,Olympique Marseille,Defender,30,France,-1000000.0
2263,Gonçalo Paciência,Celta de Vigo,Attack,28,Portugal,-1000000.0
1431,Matteo Gabbia,AC Milan,Defender,23,Italy,-1000000.0
1613,Nemanja Matic,AS Roma,midfield,34,Serbia,-1000000.0
3047,Yusuf Erdogan,Adana Demirspor,Attack,30,Turkey,-1025000.0
2738,Abdulkadir Parmak,Trabzonspor,midfield,28,Turkey,-1050000.0
2728,Umut Meras,Besiktas JK,Defender,27,Turkey,-1100000.0
3077,Burak Yilmaz,Hatayspor,Defender,27,Turkey,-1100000.0
3307,Luiz Gustavo,FC Arouca,Defender,23,Brazil,-1100000.0
2493,Youri Regeer,Twente Enschede FC,midfield,19,Netherlands,-1100000.0
3086,Gavin Kilkenny,AFC Bournemouth,midfield,23,Ireland,-1100000.0
2741,Anthony Knockaert,Fulham FC,Attack,31,France,-1100000.0
2575,Kaj Sierhuis,Stade Reims,Attack,25,Netherlands,-1100000.0
1812,Fernando,Antalyaspor,midfield,31,Brazil,-1100000.0
3103,Lorenzo De Silvestri,Bologna FC 1909,Defender,35,Italy,-1100000.0
3105,Osama Rashid,FC Vizela,midfield,31,Iraq,-1100000.0
2504,Mamadou Coulibaly,US Salernitana 1919,midfield,24,Senegal,-1200000.0
1628,Georgios Kyriakopoulos,US Sassuolo,Defender,27,Greece,-1200000.0
2909,Simon Deli,Adana Demirspor,Defender,31,Cote d'Ivoire,-1200000.0
2507,Abdoulaye Touré,Genoa CFC,midfield,29,France,-1200000.0
2785,Christian Luyindama,Galatasaray,Defender,29,DR Congo,-1200000.0
1627,Jayden Bogle,Sheffield United,Defender,22,England,-1200000.0
2495,Andrea Bertolacci,Fatih Karagümrük,midfield,32,Italy,-1200000.0
3006,Nazim Sangaré,Fenerbahce,Defender,29,Turkey,-1200000.0
2503,Ryan Thomas,PEC Zwolle,midfield,28,New Zealand,-1200000.0
2778,Víctor Laguardia,Deportivo Alavés,Defender,33,Spain,-1200000.0
2296,Pontus Almqvist,US Lecce,Attack,24,Sweden,-1200000.0
2620,Charalampos Lykogiannis,Bologna FC 1909,Defender,29,Greece,-1200000.0
2067,Taylan Antalyali,Galatasaray,midfield,28,Turkey,-1200000.0
2858,Ryota Morioka,RSC Charleroi,midfield,32,Japan,-1250000.0
1634,Kaan Ayhan,Galatasaray,Defender,28,Turkey,-1300000.0
2527,Dominique Heintz,1.FC Union Berlin,Defender,29,Germany,-1300000.0
2884,Pierre Dwomoh,RWD Molenbeek,midfield,19,Belgium,-1300000.0
2548,Nathan Ferguson,Crystal Palace,Defender,22,England,-1300000.0
2331,Zakaria Labyad,FC Utrecht,midfield,30,Morocco,-1400000.0
2327,Max Gradel,Sivasspor,Attack,35,Cote d'Ivoire,-1400000.0
2953,Samuel Oum Gouet,KV Mechelen,midfield,25,Cameroon,-1450000.0
1439,Alexis Claude-Maurice,OGC Nice,midfield,25,France,-1500000.0
1319,Thomas Meunier,Borussia Dortmund,Defender,31,Belgium,-1500000.0
1316,Rémy Cabella,LOSC Lille,midfield,33,France,-1500000.0
1465,Waldemar Anton,VfB Stuttgart,Defender,26,Germany,-1500000.0
1459,Brandon Mechele,Club Brugge KV,Defender,30,Belgium,-1500000.0
1268,Stanley Nsoki,TSG 1899 Hoffenheim,Defender,24,France,-1500000.0
1198,Guus Til,PSV Eindhoven,midfield,25,Netherlands,-1500000.0
1155,Tarik Tissoudali,KAA Gent,Attack,30,Morocco,-1500000.0
2720,Karl Darlow,Newcastle United,Goalkeeper,32,England,-1500000.0
2721,Antonio Adán,Sporting CP,Goalkeeper,36,Spain,-1500000.0
1455,Junior Messias,AC Milan,Attack,32,Brazil,-1500000.0
2730,Felix Agu,SV Werder Bremen,Defender,23,Germany,-1500000.0
1292,Lucas Höler,SC Freiburg,Attack,29,Germany,-1500000.0
1466,Gabriel Gudmundsson,LOSC Lille,Defender,24,Sweden,-1500000.0
2691,Genki Haraguchi,VfB Stuttgart,midfield,32,Japan,-1500000.0
1589,Mërgim Vojvoda,Torino FC,Defender,28,Kosovo,-1500000.0
2369,Pedro,SS Lazio,Attack,35,Spain,-1500000.0
1647,Ronaël Pierre-Gabriel,1.FSV Mainz 05,Defender,25,France,-1500000.0
1646,Silvan Widmer,1.FSV Mainz 05,Defender,30,Switzerland,-1500000.0
1645,Dominik Kohr,1.FSV Mainz 05,midfield,29,Germany,-1500000.0
872,Sebastiaan Bornauw,VfL Wolfsburg,Defender,24,Belgium,-1500000.0
1758,Jérôme Roussillon,1.FC Union Berlin,Defender,30,Guadeloupe,-1500000.0
2543,Javi Montero,Besiktas JK,Defender,24,Spain,-1500000.0
873,Aster Vranckx,VfL Wolfsburg,midfield,20,Belgium,-1500000.0
2366,Grégoire Defrel,US Sassuolo,Attack,32,France,-1500000.0
1550,Djaniny,Trabzonspor,Attack,32,Cape Verde,-1500000.0
1786,Pawel Dawidowicz,Hellas Verona,Defender,28,Poland,-1500000.0
1599,Gyrano Kerk,Royal Antwerp FC,Attack,27,Netherlands,-1500000.0
2341,Ajdin Hrustic,Hellas Verona,midfield,27,Australia,-1500000.0
2055,Dimitri Foulquier,Valencia CF,Defender,30,Guadeloupe,-1500000.0
2335,Mark Uth,1.FC Köln,Attack,31,Germany,-1500000.0
1119,Rubén Vargas,FC Augsburg,Attack,24,Switzerland,-1500000.0
1938,Mamadou Loum,FC Porto,midfield,26,Senegal,-1500000.0
2405,Romário Baró,FC Porto,midfield,23,Portugal,-1500000.0
868,Felix Uduokhai,FC Augsburg,Defender,25,Germany,-1500000.0
2409,Abdul Mumin,Rayo Vallecano,Defender,25,Ghana,-1500000.0
1949,Dylan Bronn,US Salernitana 1919,Defender,28,Tunisia,-1500000.0
1694,Nicolas Cozza,VfL Wolfsburg,Defender,24,France,-1500000.0
2458,João Novais,Alanyaspor,midfield,30,Portugal,-1500000.0
1701,Marcel Halstenberg,RB Leipzig,Defender,31,Germany,-1500000.0
2466,Tomás Alarcón,Cádiz CF,midfield,24,Chile,-1500000.0
2107,Hannes Delcroix,RSC Anderlecht,Defender,24,Belgium,-1500000.0
1901,Saba Lobzhanidze,Hatayspor,Attack,28,Georgia,-1500000.0
2470,Gil Dias,VfB Stuttgart,Attack,26,Portugal,-1500000.0
1678,Soualiho Meïté,SL Benfica,midfield,29,France,-1500000.0
1952,Darko Lazovic,Hellas Verona,midfield,32,Serbia,-1500000.0
1963,Akim Zedadka,LOSC Lille,Defender,28,Algeria,-1500000.0
2098,Nicolás Otamendi,SL Benfica,Defender,35,Argentina,-1500000.0
1664,Ricardo Esgaio,Sporting CP,Defender,30,Portugal,-1500000.0
1714,Koray Günter,Hellas Verona,Defender,28,Germany,-1500000.0
1115,Wataru Endo,VfB Stuttgart,midfield,30,Japan,-1500000.0
2120,Mert Hakan Yandas,Fenerbahce,midfield,28,Turkey,-1500000.0
2155,Lucas Piazon,SC Braga,midfield,29,Brazil,-1500000.0
1698,Kelvin Yeboah,Genoa CFC,Attack,23,Italy,-1500000.0
2035,Choco Lozano,Getafe CF,Attack,30,Honduras,-1500000.0
525,Kerem Aktürkoglu,Galatasaray,Attack,24,Turkey,-1500000.0
1873,Stefan Lainer,Borussia Mönchengladbach,Defender,30,Austria,-1500000.0
993,Tanguy Nianzou,Sevilla FC,Defender,21,France,-1500000.0
2244,Daniele Rugani,Juventus FC,Defender,28,Italy,-1500000.0
2673,Javi Martínez,CA Osasuna,midfield,23,Spain,-1500000.0
2004,Joseba Zaldua,Cádiz CF,Defender,31,Spain,-1500000.0
2033,Christopher Lenz,Eintracht Frankfurt,Defender,28,Germany,-1500000.0
2228,Sandro Ramírez,UD Las Palmas,Attack,28,Spain,-1500000.0
2657,Ben Osborn,Sheffield United,midfield,28,England,-1500000.0
2007,Daley Sinkgraven,UD Las Palmas,Defender,28,Netherlands,-1500000.0
3087,André André,Vitória Guimarães SC,midfield,33,Portugal,-1600000.0
2758,Muhammed Gümüskaya,KVC Westerlo,midfield,22,Turkey,-1600000.0
1723,Silvan Hefti,Genoa CFC,Defender,25,Switzerland,-1600000.0
2497,Stefano Okaka,Basaksehir FK,Attack,33,Italy,-1600000.0
2496,Helton Leite,Antalyaspor,Goalkeeper,32,Brazil,-1700000.0
2280,Kevin Lasagna,Hellas Verona,Attack,30,Italy,-1700000.0
2529,Jaime Mata,Getafe CF,Attack,34,Spain,-1800000.0
2574,Aaron Cresswell,West Ham United,Defender,33,England,-1800000.0
2312,Serdar Dursun,Fenerbahce,Attack,31,Turkey,-1800000.0
2094,Kortney Hause,Aston Villa,Defender,27,England,-1800000.0
2317,Marko Pjaca,Juventus FC,Attack,28,Croatia,-1800000.0
2188,Gabriele Zappa,Cagliari Calcio,Defender,23,Italy,-1800000.0
2415,Ahmed Musa,Sivasspor,Attack,30,Nigeria,-1900000.0
1811,Fernando,Antalyaspor,midfield,31,Brazil,-1900000.0
2236,Christophe Hérelle,Stade Brestois 29,Defender,30,Martinique,-2000000.0
908,Gianluca Caprari,AC Monza,Attack,29,Italy,-2000000.0
1756,Jack Hendry,Club Brugge KV,Defender,28,Scotland,-2000000.0
685,Dani Ceballos,Real Madrid,midfield,26,Spain,-2000000.0
1352,Luan Peres,Fenerbahce,Defender,28,Brazil,-2000000.0
1752,Davide Faraoni,Hellas Verona,Defender,31,Italy,-2000000.0
702,Emerson,West Ham United,Defender,28,Italy,-2000000.0
1744,Layvin Kurzawa,Paris Saint-Germain,Defender,30,France,-2000000.0
617,Tommaso Pobega,AC Milan,midfield,23,Italy,-2000000.0
2193,Cheikhou Kouyaté,Nottingham Forest,midfield,33,Senegal,-2000000.0
603,William Carvalho,Real Betis Balompié,midfield,31,Portugal,-2000000.0
1258,Flavien Tait,Stade Rennais FC,midfield,30,France,-2000000.0
2202,Carlos Neva,Granada CF,Defender,27,Spain,-2000000.0
712,Robert Andrich,Bayer 04 Leverkusen,midfield,28,Germany,-2000000.0
736,Juan Bernat,Paris Saint-Germain,Defender,30,Spain,-2000000.0
683,Wout Weghorst,Burnley FC,Attack,30,Netherlands,-2000000.0
2182,Loren Morón,Real Betis Balompié,Attack,29,Spain,-2000000.0
671,Walter Benítez,PSV Eindhoven,Goalkeeper,30,Argentina,-2000000.0
765,Gaetano Castrovilli,ACF Fiorentina,midfield,26,Italy,-2000000.0
1173,Henrikh Mkhitaryan,Inter Milan,midfield,34,Armenia,-2000000.0
1955,Mamadou Sakho,Montpellier HSC,Defender,33,France,-2000000.0
1170,Ibrahima Sissoko,RC Strasbourg Alsace,midfield,25,France,-2000000.0
1892,Hannes Wolf,Borussia Mönchengladbach,Attack,24,Austria,-2000000.0
357,Filip Kostic,Juventus FC,midfield,30,Serbia,-2000000.0
1372,Omar Richards,Nottingham Forest,Defender,25,England,-2000000.0
1765,Franco Cervi,Celta de Vigo,Attack,29,Argentina,-2000000.0
1350,Steve Mounié,Stade Brestois 29,Attack,28,Benin,-2000000.0
1328,Daniel Bragança,Sporting CP,midfield,24,Portugal,-2000000.0
1244,Rafael Tolói,Atalanta BC,Defender,32,Italy,-2000000.0
2959,Dorian Dessoleil,Royal Antwerp FC,Defender,30,Belgium,-2000000.0
2261,Timothy Fosu-Mensah,Bayer 04 Leverkusen,Defender,25,Netherlands,-2000000.0
796,Pape Gueye,Olympique Marseille,midfield,24,Senegal,-2000000.0
1024,Davide Zappacosta,Atalanta BC,Defender,31,Italy,-2000000.0
639,Fábio Silva,Wolverhampton Wanderers,Attack,20,Portugal,-2000000.0
641,Gonzalo Montiel,Sevilla FC,Defender,26,Argentina,-2000000.0
2156,Pizzi,SC Braga,midfield,33,Portugal,-2000000.0
1834,Timo Baumgartl,PSV Eindhoven,Defender,27,Germany,-2000000.0
1305,Angelo Stiller,TSG 1899 Hoffenheim,midfield,22,Germany,-2000000.0
1835,Pavel Kaderabek,TSG 1899 Hoffenheim,Defender,31,Czech Republic,-2000000.0
727,Roland Sallai,SC Freiburg,Attack,26,Hungary,-2000000.0
893,Ansgar Knauff,Eintracht Frankfurt,Attack,21,Germany,-2000000.0
922,Calum Chambers,Aston Villa,Defender,28,England,-2000000.0
1850,Lucas Perrin,RC Strasbourg Alsace,Defender,24,France,-2000000.0
1038,Melvin Bard,OGC Nice,Defender,22,France,-2000000.0
1851,Marek Rodak,Fulham FC,Goalkeeper,26,Slovakia,-2000000.0
1854,Sebastian Walukiewicz,FC Empoli,Defender,23,Poland,-2000000.0
1243,Rubén García,CA Osasuna,Attack,30,Spain,-2000000.0
1341,Birger Meling,Stade Rennais FC,Defender,28,Norway,-2000000.0
802,Dan Burn,Newcastle United,Defender,31,England,-2000000.0
1866,Jairo Riedewald,Crystal Palace,midfield,26,Netherlands,-2000000.0
789,Andrea Petagna,AC Monza,Attack,28,Italy,-2000000.0
2264,Agustín Marchesín,Celta de Vigo,Goalkeeper,35,Argentina,-2000000.0
1241,Malang Sarr,Chelsea FC,Defender,24,France,-2000000.0
620,Emre Can,Borussia Dortmund,midfield,29,Germany,-2000000.0
1770,Jesús Vázquez,Valencia CF,Defender,20,Spain,-2000000.0
1774,Carlos Fernández,Real Sociedad,Attack,27,Spain,-2000000.0
918,Chris Wood,Nottingham Forest,Attack,31,New Zealand,-2000000.0
791,Lucas Martínez Quarta,ACF Fiorentina,Defender,27,Argentina,-2000000.0
1777,Alberto Moreno,Villarreal CF,Defender,31,Spain,-2000000.0
1780,Francis Coquelin,Villarreal CF,midfield,32,France,-2000000.0
1781,Emil Krafth,Newcastle United,Defender,28,Sweden,-2000000.0
940,Moses Simon,FC Nantes,Attack,28,Nigeria,-2000000.0
655,Steven Berghuis,Ajax Amsterdam,midfield,31,Netherlands,-2000000.0
878,Rob Holding,Arsenal FC,Defender,27,England,-2000000.0
903,Alexander Djiku,Fenerbahce,Defender,28,Ghana,-2000000.0
1807,Paulo Bernardo,SL Benfica,midfield,21,Portugal,-2000000.0
623,Jonny Otto,Wolverhampton Wanderers,Defender,29,Spain,-2000000.0
1078,Luca Pellegrini,Juventus FC,Defender,24,Italy,-2000000.0
2210,Mohamed Fares,SS Lazio,midfield,27,Algeria,-2000000.0
1222,Eldor Shomurodov,AS Roma,Attack,28,Uzbekistan,-2000000.0
1204,Jordan Teze,PSV Eindhoven,Defender,23,Netherlands,-2000000.0
2647,Raúl Torrente,Granada CF,Defender,21,Spain,-2000000.0
1582,Tino Kadewere,Olympique Lyon,Attack,27,Zimbabwe,-2000000.0
1117,Irfan Can Kahveci,Fenerbahce,midfield,27,Turkey,-2000000.0
576,Giovanni Simeone,SSC Napoli,Attack,28,Argentina,-2000000.0
487,André Gomes,Everton FC,midfield,29,Portugal,-2000000.0
2626,Toni Borevkovic,Vitória Guimarães SC,Defender,26,Croatia,-2000000.0
1010,Kristijan Jakic,Eintracht Frankfurt,midfield,26,Croatia,-2000000.0
1142,Carlos Vinícius,Fulham FC,Attack,28,Brazil,-2000000.0
1143,Toma Basic,SS Lazio,midfield,26,Croatia,-2000000.0
426,Trevoh Chalobah,Chelsea FC,Defender,24,England,-2000000.0
1424,Dorukhan Toköz,Trabzonspor,midfield,27,Turkey,-2000000.0
432,Anthony Elanga,Manchester United,Attack,21,Sweden,-2000000.0
437,Nordi Mukiele,Paris Saint-Germain,Defender,25,France,-2000000.0
953,Bamba Dieng,FC Lorient,Attack,23,Senegal,-2000000.0
489,Jonathan Ikoné,ACF Fiorentina,Attack,25,France,-2000000.0
1986,Gerrit Holtmann,VfL Bochum,Attack,28,Philippines,-2000000.0
1147,Nadiem Amiri,Bayer 04 Leverkusen,midfield,26,Germany,-2000000.0
966,Serge Aurier,Nottingham Forest,Defender,30,Cote d'Ivoire,-2000000.0
1996,Moussa Sissoko,FC Nantes,midfield,33,France,-2000000.0
443,Odilon Kossounou,Bayer 04 Leverkusen,Defender,22,Cote d'Ivoire,-2000000.0
1988,Irvin Cardona,FC Augsburg,Attack,25,France,-2000000.0
960,Anthony Lopes,Olympique Lyon,Goalkeeper,32,Portugal,-2000000.0
762,Clément Lenglet,FC Barcelona,Defender,28,France,-2000000.0
460,Nikola Milenkovic,ACF Fiorentina,Defender,25,Serbia,-2000000.0
563,Alexis Saelemaekers,AC Milan,Attack,24,Belgium,-2000000.0
748,Téji Savanier,Montpellier HSC,midfield,31,France,-2000000.0
160,Ibrahima Konaté,Liverpool FC,Defender,24,France,-2000000.0
371,Cengiz Ünder,Olympique Marseille,Attack,26,Turkey,-2000000.0
2648,John Fleck,Sheffield United,midfield,31,Scotland,-2000000.0
453,Mehdi Taremi,FC Porto,Attack,30,Iran,-2000000.0
2652,Seamus Coleman,Everton FC,Defender,34,Ireland,-2000000.0
1662,Jovane,Sporting CP,Attack,25,Cape Verde,-2000000.0
400,Demarai Gray,Everton FC,Attack,27,Jamaica,-2000000.0
1965,Nikola Storm,KV Mechelen,Attack,28,Belgium,-2000000.0
952,Zaidu,FC Porto,Defender,26,Nigeria,-2000000.0
2104,Marco Kana,RSC Anderlecht,midfield,20,Belgium,-2000000.0
1392,David Zima,Torino FC,Defender,22,Czech Republic,-2000000.0
853,Nicolás Tagliafico,Olympique Lyon,Defender,30,Argentina,-2000000.0
1500,Álex Fernández,Cádiz CF,midfield,30,Spain,-2000000.0
1389,Raoul Bellanova,Torino FC,Defender,23,Italy,-2000000.0
504,Kristoffer Ajer,Brentford FC,Defender,25,Norway,-2000000.0
520,Odsonne Edouard,Crystal Palace,Attack,25,France,-2000000.0
502,Gaëtan Laborde,OGC Nice,Attack,29,France,-2000000.0
492,Callum Wilson,Newcastle United,Attack,31,England,-2000000.0
1648,Woo-yeong Jeong,VfB Stuttgart,Attack,23,"Korea, South",-2000000.0
1974,Oliver Burke,SV Werder Bremen,Attack,26,Scotland,-2000000.0
2655,Björn Engels,Royal Antwerp FC,Defender,28,Belgium,-2000000.0
1961,Gustavo Assunção,FC Famalicão,midfield,23,Brazil,-2000000.0
822,Joshua Zirkzee,Bologna FC 1909,Attack,22,Netherlands,-2000000.0
1532,Marin Pongracic,US Lecce,Defender,25,Croatia,-2000000.0
