,Players,Club,Position,Age,Nationality,Values
3180,João Reis,CF Estrela Amadora SAD,Defender,31,Portugal,2000000.0
3170,Guilherme Fernandes,CF Estrela Amadora SAD,Goalkeeper,22,Portugal,2000000.0
3169,Bruno Brígido,CF Estrela Amadora SAD,Goalkeeper,32,Brazil,2000000.0
3366,Calvin Raatsie,FC Utrecht,Goalkeeper,21,Netherlands,2000000.0
3123,Hugo Souza,GD Chaves,Goalkeeper,24,Brazil,2000000.0
3336,Bruno Martins Indi,AZ Alkmaar,Defender,31,Netherlands,2000000.0
3118,Serginho,GD Estoril Praia,Attack,22,Portugal,2000000.0
3085,Costinha,Rio Ave FC,Defender,23,Portugal,2000000.0
3387,Marouan Azarkan,FC Utrecht,Attack,21,Netherlands,2000000.0
3017,Lucas Fernandes,Portimonense SC,midfield,25,Brazil,2000000.0
2997,Jason,FC Arouca,Attack,29,Spain,2000000.0
3719,Mert Hakan Yandas,Fenerbahce,midfield,28,Turkey,2000000.0
3699,Richonell Margaret,RKC Waalwijk,Attack,22,Netherlands,2000000.0
2960,Seba Pérez,Boavista FC,midfield,30,Colombia,2000000.0
3406,Michel Vlap,Twente Enschede FC,midfield,26,Netherlands,2000000.0
4257,Sinan Osmanoglu,Caykur Rizespor,Defender,33,Turkey,2000000.0
4236,Onur Ural,Kasimpasa,Defender,26,Turkey,2000000.0
4629,Kyan Vaesen,KVC Westerlo,Attack,22,Belgium,2000000.0
3326,Yankuba Minteh,Feyenoord Rotterdam,Attack,18,The Gambia,2000000.0
3958,Abdullah Celik,MKE Ankaragücü,Defender,25,Austria,2000000.0
3959,Alperen Kuyubasi,MKE Ankaragücü,Defender,23,Turkey,2000000.0
3977,Giorgi Beridze,MKE Ankaragücü,Attack,26,Georgia,2000000.0
3306,Thomas Beelen,Feyenoord Rotterdam,Defender,22,Netherlands,2000000.0
4020,Nafican Yardimci,Konyaspor,Defender,22,Turkey,2000000.0
3301,Timon Wellenreuther,Feyenoord Rotterdam,Goalkeeper,27,Germany,2000000.0
4066,Musa Cagiran,Hatayspor,midfield,30,Turkey,2000000.0
4072,Sadik Bas,Hatayspor,Attack,29,Turkey,2000000.0
4102,Osman Celik,Samsunspor,midfield,31,Turkey,2000000.0
3877,Philippe Keny,Basaksehir FK,Attack,24,Senegal,2000000.0
4226,Ilker Karakas,Gaziantep FK,Attack,24,Turkey,2000000.0
4107,Yusuf Gültekin,Samsunspor,midfield,30,Turkey,2000000.0
3874,Nacer Chadli,Basaksehir FK,Attack,33,Belgium,2000000.0
4117,Polat Yaldir,Samsunspor,Attack,20,Turkey,2000000.0
3871,Sekou Tidiany Bangoura,Basaksehir FK,midfield,21,Guinea,2000000.0
4137,Olivier Kemen,Kayserispor,midfield,26,Cameroon,2000000.0
3870,Danijel Aleksic,Basaksehir FK,midfield,32,Serbia,2000000.0
3865,Mehdi Abeid,Basaksehir FK,midfield,30,Algeria,2000000.0
4201,Günay Güvenc,Gaziantep FK,Goalkeeper,32,Turkey,2000000.0
4223,Lazar Markovic,Gaziantep FK,Attack,29,Serbia,2000000.0
3944,Arda Kurtulan,Adana Demirspor,Attack,20,Albania,2000000.0
3684,Aaron Meijers,RKC Waalwijk,Defender,35,Netherlands,2000000.0
4521,Leonardo Lopes,Cercle Brugge ,midfield,24,Portugal,2000000.0
4484,Stelios Andreou,RSC Charleroi,Defender,20,Cyprus,2000000.0
4491,Marco Ilaimaharitra,RSC Charleroi,midfield,27,Madagascar,2000000.0
4496,Daan Heymans,RSC Charleroi,midfield,24,Belgium,2000000.0
4502,Jackson Tchatchoua,RSC Charleroi,Attack,21,Belgium,2000000.0
2869,Cristián Borja,SC Braga,Defender,30,Colombia,2000000.0
2868,Serdar Saatci,SC Braga,Defender,20,Turkey,2000000.0
3488,Dirk Proper,NEC Nijmegen,midfield,21,Netherlands,2000000.0
4512,Boris Popovic,Cercle Brugge ,Defender,23,Serbia,2000000.0
2863,Lukas Hornicek,SC Braga,Goalkeeper,21,Czech Republic,2000000.0
4534,Ewoud Pletinckx,Oud-Heverlee Leuven,Defender,22,Belgium,2000000.0
2943,André Silva,Vitória Guimarães SC,Attack,26,Brazil,2000000.0
2853,Rochinha,Sporting CP,Attack,28,Portugal,2000000.0
4548,Siebe Schrijvers,Oud-Heverlee Leuven,midfield,26,Belgium,2000000.0
2845,Dário Essugo,Sporting CP,midfield,18,Portugal,2000000.0
4568,Sandy Walsh,KV Mechelen,Defender,28,Indonesia,2000000.0
2842,Gonçalo Esteves,Sporting CP,Defender,19,Portugal,2000000.0
3526,Ivor Pandur,Fortuna Sittard,Goalkeeper,23,Croatia,2000000.0
2835,José Marsà,Sporting CP,Defender,21,Spain,2000000.0
3529,Rodrigo Guth,Fortuna Sittard,Defender,22,Brazil,2000000.0
4615,Nicolas Madsen,KVC Westerlo,midfield,23,Denmark,2000000.0
3473,Miliano Jonathans,Vitesse Arnhem,Attack,19,Netherlands,2000000.0
2878,Lucas Piazon,SC Braga,midfield,29,Brazil,2000000.0
2879,Pizzi,SC Braga,midfield,33,Portugal,2000000.0
3465,Melle Meulensteen,Vitesse Arnhem,midfield,24,Netherlands,2000000.0
2934,Dani Silva,Vitória Guimarães SC,midfield,23,Portugal,2000000.0
3672,Samir Lagsir,PEC Zwolle,midfield,20,Netherlands,2000000.0
2929,Zé Carlos,Vitória Guimarães SC,Defender,21,Portugal,2000000.0
2921,Mikel Villanueva,Vitória Guimarães SC,Defender,30,Venezuela,2000000.0
4398,Michael Frey,Royal Antwerp FC,Attack,28,Switzerland,2000000.0
2913,Jhonder Cádiz,FC Famalicão,Attack,27,Venezuela,2000000.0
3658,Bart van Hintum,PEC Zwolle,Defender,36,Netherlands,2000000.0
4432,Christian Burgess,Royale Union Saint Gilloise,Defender,31,England,2000000.0
4433,Koki Machida,Royale Union Saint Gilloise,Defender,25,Japan,2000000.0
3430,Daniel Karlsbakk,SC Heerenveen,Attack,20,Norway,2000000.0
3432,Delano van Crooij,Sparta Rotterdam,Goalkeeper,32,Netherlands,2000000.0
3638,Marcelencio Esajas,Almere City FC,midfield,21,Netherlands,2000000.0
3634,Danny Post,Almere City FC,midfield,34,Netherlands,2000000.0
3462,Maximilian Wittek,Vitesse Arnhem,Defender,27,Germany,2000000.0
4246,Stéphane Bahoken,Kasimpasa,Attack,31,Cameroon,2000000.0
2375,Pol Lirola,Olympique Marseille,Defender,25,Spain,2000000.0
2598,Yoann Cathline,FC Lorient,Attack,20,France,2000000.0
1863,Sebastian Rode,Eintracht Frankfurt,midfield,32,Germany,2000000.0
2572,Jessy Deminguet,RC Strasbourg Alsace,midfield,25,France,2000000.0
972,Amath Ndiaye,RCD Mallorca,Attack,26,Senegal,2000000.0
735,Rober González,Real Betis Balompié,Attack,22,Spain,2000000.0
1571,Nicolas Haas,FC Empoli,midfield,27,Switzerland,2000000.0
1564,Alberto Grassi,FC Empoli,midfield,28,Italy,2000000.0
1559,Liberato Cacace,FC Empoli,Defender,22,New Zealand,2000000.0
1547,Diego Valencia,US Salernitana 1919,Attack,23,Chile,2000000.0
367,Felipe,Nottingham Forest,Defender,34,Brazil,2000000.0
1248,Nadir Zortea,Atalanta BC,Defender,24,Italy,2000000.0
2503,Théo Sainte-Luce,Montpellier HSC,Defender,24,France,2000000.0
300,Halil Dervisoglu,Brentford FC,Attack,23,Turkey,2000000.0
526,Amari'i Bell,Luton Town,Defender,29,Jamaica,2000000.0
988,Joni Montiel,Rayo Vallecano,midfield,24,Spain,2000000.0
1502,Pedro Pereira,AC Monza,Defender,25,Portugal,2000000.0
676,Beñat Turrientes,Real Sociedad,midfield,21,Spain,2000000.0
326,Chiquinho,Wolverhampton Wanderers,Attack,23,Portugal,2000000.0
996,Radamel Falcao,Rayo Vallecano,Attack,37,Colombia,2000000.0
2040,Maximilian Mittelstädt,VfB Stuttgart,Defender,26,Germany,2000000.0
740,Loren Morón,Real Betis Balompié,Attack,29,Spain,2000000.0
1893,Kilian Fischer,VfL Wolfsburg,Defender,22,Germany,2000000.0
746,Yuri Berchiche,Athletic Bilbao,Defender,33,Spain,2000000.0
366,Loïc Mbe Soh,Nottingham Forest,Defender,22,France,2000000.0
1604,Pablo Rodríguez,US Lecce,Attack,21,Spain,2000000.0
2241,Alexander Brunst,SV Darmstadt 98,Goalkeeper,28,Germany,2000000.0
791,Thomas Delaney,Sevilla FC,midfield,31,Denmark,2000000.0
769,Gorka Guruzeta,Athletic Bilbao,Attack,26,Spain,2000000.0
2625,Florent Mollet,FC Nantes,midfield,31,France,2000000.0
2618,Jaouen Hadjam,FC Nantes,Defender,20,Algeria,2000000.0
1684,Gabriele Zappa,Cagliari Calcio,Defender,23,Italy,2000000.0
2250,Matthias Bader,SV Darmstadt 98,Defender,26,Germany,2000000.0
1216,Hans Nicolussi Caviglia,Juventus FC,midfield,23,Italy,2000000.0
756,Dani García,Athletic Bilbao,midfield,33,Spain,2000000.0
1905,Maximilian Philipp,VfL Wolfsburg,Attack,29,Germany,2000000.0
2101,Lucas Ribeiro,TSG 1899 Hoffenheim,Defender,24,Brazil,2000000.0
377,Cheikhou Kouyaté,Nottingham Forest,midfield,33,Senegal,2000000.0
965,Giovanni González,RCD Mallorca,Defender,28,Uruguay,2000000.0
2590,Bonke Innocent,FC Lorient,midfield,27,Nigeria,2000000.0
2174,Dimitrios Limnios,1.FC Köln,Attack,25,Greece,2000000.0
522,Mads Andersen,Luton Town,Defender,25,Denmark,2000000.0
1044,Óscar Melendo,Granada CF,midfield,25,Spain,2000000.0
1482,Emanuel Vignato,Bologna FC 1909,Attack,22,Italy,2000000.0
2102,John Anthony Brooks,TSG 1899 Hoffenheim,Defender,30,United States,2000000.0
2354,Edan Diop,AS Monaco,midfield,18,France,2000000.0
2418,Wesley Saïd,RC Lens,Attack,28,France,2000000.0
583,Jesús Vallejo,Real Madrid,Defender,26,Spain,2000000.0
1024,Rubén Sobrino,Cádiz CF,Attack,31,Spain,2000000.0
2060,Juan José Perea,VfB Stuttgart,Attack,23,Colombia,2000000.0
2403,Lukasz Poreba,RC Lens,midfield,23,Poland,2000000.0
1025,Roger Martí,Cádiz CF,Attack,32,Spain,2000000.0
1036,Carlos Neva,Granada CF,Defender,27,Spain,2000000.0
278,Ben Mee,Brentford FC,Defender,33,England,2000000.0
1694,Gastón Pereiro,Cagliari Calcio,midfield,28,Uruguay,2000000.0
439,Siriki Dembélé,AFC Bournemouth,Attack,26,Scotland,2000000.0
2399,Julien Le Cardinal,RC Lens,Defender,25,France,2000000.0
1834,Caden Clark,RB Leipzig,midfield,20,United States,2000000.0
2071,Maxim Leitsch,1.FSV Mainz 05,Defender,25,Germany,2000000.0
1698,Zito Luvumbo,Cagliari Calcio,Attack,21,Angola,2000000.0
537,Chiedozie Ogbene,Luton Town,Attack,26,Ireland,2000000.0
319,Joe Hodge,Wolverhampton Wanderers,midfield,20,Ireland,2000000.0
2392,Jean-Louis Leca,RC Lens,Goalkeeper,37,France,2000000.0
2373,Jordan Amavi,Olympique Marseille,Defender,29,France,2000000.0
1356,Mohamed Fares,SS Lazio,midfield,27,Algeria,2000000.0
1023,Milutin Osmajic,Cádiz CF,Attack,23,Montenegro,2000000.0
2072,Stefan Bell,1.FSV Mainz 05,Defender,31,Germany,2000000.0
2261,Filip Stojilkovic,SV Darmstadt 98,Attack,23,Switzerland,2000000.0
2161,Leart Paqarada,1.FC Köln,Defender,28,Kosovo,2000000.0
2083,Aymen Barkok,1.FSV Mainz 05,midfield,25,Morocco,2000000.0
1012,Gonzalo Escalante,Cádiz CF,midfield,30,Argentina,2000000.0
1013,Rubén Alcaraz,Cádiz CF,midfield,32,Spain,2000000.0
1303,Pietro Terracciano,ACF Fiorentina,Goalkeeper,33,Italy,2000000.0
1014,Fede San Emeterio,Cádiz CF,midfield,26,Spain,2000000.0
1019,Brian Ocampo,Cádiz CF,Attack,24,Uruguay,2000000.0
2447,Marcin Bulka,OGC Nice,Goalkeeper,23,Poland,2000000.0
2446,Kasper Schmeichel,OGC Nice,Goalkeeper,36,Denmark,2000000.0
2339,Radoslaw Majecki,AS Monaco,Goalkeeper,23,Poland,2000000.0
1851,Jérôme Onguéné,Eintracht Frankfurt,Defender,25,Cameroon,2000000.0
458,Tom Cairney,Fulham FC,midfield,32,Scotland,2000000.0
2435,Mohamed El Arouch,Olympique Lyon,midfield,19,France,2000000.0
2340,Yann Lienard,AS Monaco,Goalkeeper,20,France,2000000.0
1373,Gian Marco Ferrari,US Sassuolo,Defender,31,Italy,2000000.0
1022,Sergi Guardiola,Cádiz CF,Attack,32,Spain,2000000.0
599,Reinier,Real Madrid,midfield,21,Brazil,2000000.0
420,Mark Travers,AFC Bournemouth,Goalkeeper,24,Ireland,2000000.0
1312,Aleksa Terzic,ACF Fiorentina,Defender,23,Serbia,2000000.0
2105,Marco John,TSG 1899 Hoffenheim,Defender,21,Germany,2000000.0
2698,Achraf Dari,Stade Brestois 29,Defender,24,Morocco,2000000.0
2674,Baïla Diallo,Clermont Foot 63,Defender,22,Senegal,2000000.0
1073,Sandro Ramírez,UD Las Palmas,Attack,28,Spain,2000000.0
82,Diego Moreira,Chelsea FC,Attack,18,Portugal,2000000.0
2683,Jim Allevinah,Clermont Foot 63,midfield,28,Gabon,2000000.0
945,Arnau Puigmal,UD Almería,midfield,22,Spain,2000000.0
2687,Elbasan Rashani,Clermont Foot 63,Attack,30,Kosovo,2000000.0
1169,Mattia Caldara,AC Milan,Defender,29,Italy,2000000.0
842,Darko Brasanac,CA Osasuna,midfield,31,Serbia,2000000.0
2723,Christopher Operi,Le Havre AC,Defender,26,Cote d'Ivoire,2000000.0
1958,Oscar Fraulo,Borussia Mönchengladbach,midfield,19,Denmark,2000000.0
1630,Cyril Ngonge,Hellas Verona,Attack,23,Belgium,2000000.0
1644,Alessandro Vogliacco,Genoa CFC,Defender,24,Italy,2000000.0
510,Oliver Norwood,Sheffield United,midfield,32,Northern Ireland,2000000.0
2699,Christophe Hérelle,Stade Brestois 29,Defender,30,Martinique,2000000.0
1173,Alessandro Florenzi,AC Milan,Defender,32,Italy,2000000.0
926,Cristhian Stuani,Girona FC,Attack,36,Uruguay,2000000.0
1937,Kevin Behrens,1.FC Union Berlin,Attack,32,Germany,2000000.0
928,Fernando Martínez,UD Almería,Goalkeeper,33,Spain,2000000.0
2705,Hugo Magnetti,Stade Brestois 29,midfield,25,France,2000000.0
2312,Gauthier Gallon,Stade Rennais FC,Goalkeeper,30,France,2000000.0
934,Chumi,UD Almería,Defender,24,Spain,2000000.0
2708,Mathias Pereira Lage,Stade Brestois 29,midfield,26,France,2000000.0
2215,Patrick Mainka,1.FC Heidenheim 1846,Defender,28,Germany,2000000.0
1199,Daniele Rugani,Juventus FC,Defender,28,Italy,2000000.0
940,Houboulang Mendes,UD Almería,Defender,25,Guinea-Bissau,2000000.0
122,Teden Mengi,Manchester United,Defender,21,England,2000000.0
2718,Yoann Salmier,Le Havre AC,Defender,30,French Guiana,2000000.0
303,Daniel Bentley,Wolverhampton Wanderers,Goalkeeper,30,England,2000000.0
69,Thiago Silva,Chelsea FC,Defender,38,Brazil,2000000.0
2221,Lennard Maloney,1.FC Heidenheim 1846,midfield,23,United States,2000000.0
309,Craig Dawson,Wolverhampton Wanderers,Defender,33,England,2000000.0
1127,Filip Stankovic,Inter Milan,Goalkeeper,21,Serbia,2000000.0
885,Fabrizio Angileri,Getafe CF,Defender,29,Argentina,2000000.0
1736,Bouna Sarr,Bayern Munich,Defender,31,Senegal,2000000.0
883,Stefan Mitrovic,Getafe CF,Defender,33,Serbia,2000000.0
908,David López,Girona FC,Defender,33,Spain,2000000.0
1986,Merlin Röhl,SC Freiburg,midfield,21,Germany,2000000.0
2231,Tim Köther,1.FC Heidenheim 1846,Attack,22,Germany,2000000.0
302,Matija Sarkic,Wolverhampton Wanderers,Goalkeeper,25,Montenegro,2000000.0
2123,Maximilian Beier,TSG 1899 Hoffenheim,Attack,20,Germany,2000000.0
1064,Enzo Loiodice,UD Las Palmas,midfield,22,France,2000000.0
1985,Lino Tempelmann,SC Freiburg,midfield,24,Germany,2000000.0
1095,Miguel de la Fuente,Deportivo Alavés,Attack,23,Spain,2000000.0
404,Nathaniel Clyne,Crystal Palace,Defender,32,England,2000000.0
1765,Timothy Fosu-Mensah,Bayer 04 Leverkusen,Defender,25,Netherlands,2000000.0
1189,Marko Lazetic,AC Milan,Attack,19,Serbia,2000000.0
855,Iván Villar,Celta de Vigo,Goalkeeper,26,Spain,2000000.0
876,Gonçalo Paciência,Celta de Vigo,Attack,28,Portugal,2000000.0
2234,Marvin Pieringer,1.FC Heidenheim 1846,Attack,23,Germany,2000000.0
854,Agustín Marchesín,Celta de Vigo,Goalkeeper,35,Argentina,2000000.0
2663,Mory Diaw,Clermont Foot 63,Goalkeeper,30,Senegal,2000000.0
824,Javi Guerra,Valencia CF,midfield,20,Spain,2000000.0
3701,Irfan Can Egribayat,Fenerbahce,Goalkeeper,25,Turkey,1900000.0
3899,Arnaud Lusamba,Alanyaspor,midfield,26,DR Congo,1900000.0
3857,Lucas Lima,Basaksehir FK,Defender,31,Brazil,1900000.0
258,Conor Coventry,West Ham United,midfield,23,Ireland,1800000.0
388,Josh Bowler,Nottingham Forest,Attack,24,England,1800000.0
2078,Danny da Costa,1.FSV Mainz 05,Defender,30,Germany,1800000.0
368,Steve Cook,Nottingham Forest,Defender,32,England,1800000.0
909,Alexander Callens,Girona FC,Defender,31,Peru,1800000.0
4459,Konstantinos Laifis,Standard Liège,Defender,30,Cyprus,1800000.0
4666,Daiki Hashioka,Sint-Truidense VV,Defender,24,Japan,1800000.0
2738,Josué Casimir,Le Havre AC,Attack,21,Guadeloupe,1800000.0
4387,Birger Verstraete,Royal Antwerp FC,midfield,29,Belgium,1800000.0
1418,Domingos Quina,Udinese Calcio,midfield,23,Portugal,1800000.0
115,Matej Kovar,Manchester United,Goalkeeper,23,Czech Republic,1800000.0
3963,Enock Kwateng,MKE Ankaragücü,Defender,26,France,1800000.0
852,Kike García,CA Osasuna,Attack,33,Spain,1800000.0
4006,Sam Larsson,Antalyaspor,Attack,30,Sweden,1800000.0
1124,Giuseppe Ambrosino,SSC Napoli,Attack,19,Italy,1800000.0
3707,Gustavo Henrique,Fenerbahce,Defender,30,Brazil,1800000.0
4381,Sam Vines,Royal Antwerp FC,Defender,24,United States,1800000.0
1675,Adam Obert,Cagliari Calcio,Defender,20,Slovakia,1800000.0
2191,Danilo Soares,VfL Bochum,Defender,31,Brazil,1800000.0
1634,Kevin Lasagna,Hellas Verona,Attack,30,Italy,1800000.0
4513,Christiaan Ravych,Cercle Brugge ,Defender,20,Belgium,1800000.0
1221,Marley Aké,Juventus FC,Attack,22,France,1800000.0
1689,Alessandro Deiola,Cagliari Calcio,midfield,27,Italy,1800000.0
1217,Filippo Ranocchia,Juventus FC,midfield,22,Italy,1800000.0
1070,Pejiño,UD Las Palmas,Attack,26,Spain,1800000.0
951,Léo Baptistão,UD Almería,Attack,30,Brazil,1800000.0
2692,Komnen Andric,Clermont Foot 63,Attack,28,Serbia,1800000.0
2029,Maurice Malone,FC Augsburg,Attack,22,Germany,1800000.0
749,Óscar de Marcos,Athletic Bilbao,Defender,34,Spain,1800000.0
2335,Loum Tchaouna,Stade Rennais FC,Attack,19,France,1800000.0
4142,Carlos Mané,Kayserispor,Attack,29,Portugal,1800000.0
2858,Rafael Camacho,Sporting CP,Attack,23,Portugal,1800000.0
1537,Grigoris Kastanos,US Salernitana 1919,midfield,25,Cyprus,1800000.0
1601,Federico Di Francesco,US Lecce,Attack,29,Italy,1800000.0
2542,Valon Berisha,Stade Reims,midfield,30,Kosovo,1800000.0
485,Samuel Bastien,Burnley FC,midfield,26,DR Congo,1800000.0
3938,Emre Akbaba,Adana Demirspor,midfield,30,Turkey,1800000.0
989,Randy Nteka,Rayo Vallecano,midfield,25,France,1800000.0
523,Reece Burke,Luton Town,Defender,26,England,1800000.0
1603,Pontus Almqvist,US Lecce,Attack,24,Sweden,1800000.0
4526,Yann Gboho,Cercle Brugge ,midfield,22,France,1800000.0
3480,Philippe Sandler,NEC Nijmegen,Defender,26,Netherlands,1800000.0
4194,Erdogan Yesilyurt,Sivasspor,Attack,29,Turkey,1800000.0
2386,Dimitri Payet,Olympique Marseille,midfield,36,France,1800000.0
3583,Sylian Mokono,Heracles Almelo,Defender,24,Netherlands,1750000.0
3866,Alper Karaman,Basaksehir FK,midfield,26,Turkey,1750000.0
3748,Metehan Baltaci,Galatasaray,Defender,20,Turkey,1750000.0
4210,Ömürcan Artan,Gaziantep FK,Defender,23,Turkey,1750000.0
305,Tom King,Wolverhampton Wanderers,Goalkeeper,28,Wales,1750000.0
3545,Barry Lauwers,FC Volendam,Goalkeeper,23,Netherlands,1750000.0
4173,Berke Demircan,Fatih Karagümrük,Attack,20,Turkey,1750000.0
3007,Casagrande,Portimonense SC,Defender,24,Brazil,1750000.0
3194,Capita,CF Estrela Amadora SAD,Attack,21,Angola,1750000.0
3685,Luuk Wouters,RKC Waalwijk,Defender,24,Netherlands,1750000.0
3212,Ismael,Moreirense FC,midfield,24,Portugal,1750000.0
3753,Süleyman Lus,Galatasaray,Defender,22,Turkey,1750000.0
3939,Bünyamin Balat,Adana Demirspor,midfield,26,Germany,1750000.0
4261,Ercan Coskun,Caykur Rizespor,Defender,28,Turkey,1750000.0
3839,Oguzhan Akgün,Besiktas JK,Attack,22,Turkey,1750000.0
3651,Tijmen Wildeboer,Almere City FC,Attack,21,Netherlands,1750000.0
4015,Francisco Calvo,Konyaspor,Defender,31,Costa Rica,1700000.0
2061,Luca Pfeiffer,VfB Stuttgart,Attack,26,Germany,1700000.0
3893,Tayfur Bingöl,Alanyaspor,Defender,30,Turkey,1700000.0
1690,Marko Rog,Cagliari Calcio,midfield,27,Croatia,1700000.0
3734,Serdar Dursun,Fenerbahce,Attack,31,Turkey,1700000.0
4127,Bilal Bayazit,Kayserispor,Goalkeeper,24,Turkey,1700000.0
1676,Alberto Dossena,Cagliari Calcio,Defender,24,Italy,1700000.0
3786,Jens Stryger Larsen,Trabzonspor,Defender,32,Denmark,1700000.0
3967,Lamine Diack,MKE Ankaragücü,midfield,22,Senegal,1700000.0
4338,Anouar Ait El Hadj,KRC Genk,midfield,21,Belgium,1700000.0
3708,Serdar Aziz,Fenerbahce,Defender,32,Turkey,1700000.0
1222,Marko Pjaca,Juventus FC,Attack,28,Croatia,1700000.0
1715,Luca Garritano,Frosinone Calcio,midfield,29,Italy,1700000.0
3343,Denso Kasius,AZ Alkmaar,Defender,20,Netherlands,1700000.0
1645,Mattia Bani,Genoa CFC,Defender,29,Italy,1700000.0
4038,Konrad Michalak,Konyaspor,Attack,25,Poland,1700000.0
4245,Mamadou Fall,Kasimpasa,Attack,31,Senegal,1700000.0
1040,Yann Bodiger,Granada CF,midfield,28,France,1600000.0
3737,Fernando Muslera,Galatasaray,Goalkeeper,37,Uruguay,1600000.0
3949,Fredrik Gulbrandsen,Adana Demirspor,Attack,30,Norway,1600000.0
1094,Xeber Alkain,Deportivo Alavés,Attack,26,Spain,1600000.0
1088,Jon Guridi,Deportivo Alavés,midfield,28,Spain,1600000.0
3891,Yusuf Özdemir,Alanyaspor,Defender,22,Turkey,1600000.0
3820,Emrecan Uzunhan,Besiktas JK,Defender,22,Turkey,1600000.0
1314,Niccolò Pierozzi,ACF Fiorentina,Defender,21,Italy,1600000.0
4192,Max Gradel,Sivasspor,Attack,35,Cote d'Ivoire,1600000.0
3126,Bruno Rodrigues,GD Chaves,Defender,22,Portugal,1600000.0
4251,Gökhan Akkan,Caykur Rizespor,Goalkeeper,28,Turkey,1600000.0
3383,Zakaria Labyad,FC Utrecht,midfield,30,Morocco,1600000.0
1681,Paulo Azzi,Cagliari Calcio,Defender,28,Brazil,1600000.0
3570,Koen Blommestijn,FC Volendam,Attack,23,Netherlands,1500000.0
3790,Dimitrios Kourbelis,Trabzonspor,midfield,29,Greece,1500000.0
1677,Giorgio Altare,Cagliari Calcio,Defender,24,Italy,1500000.0
2222,Benedikt Gimber,1.FC Heidenheim 1846,midfield,26,Germany,1500000.0
2224,Melvin Ramusovic,1.FC Heidenheim 1846,midfield,22,Germany,1500000.0
2178,Mark Uth,1.FC Köln,Attack,31,Germany,1500000.0
2225,Jan Schöppner,1.FC Heidenheim 1846,midfield,24,Germany,1500000.0
2226,Kevin Sessa,1.FC Heidenheim 1846,midfield,23,Germany,1500000.0
1625,Filippo Terracciano,Hellas Verona,midfield,20,Italy,1500000.0
1200,Leonardo Bonucci,Juventus FC,Defender,36,Italy,1500000.0
1618,Federico Ceccherini,Hellas Verona,Defender,31,Italy,1500000.0
1628,Ajdin Hrustic,Hellas Verona,midfield,27,Australia,1500000.0
3244,Diogo Paulo,SC Farense,Attack,22,Portugal,1500000.0
3264,Benjamin Tahirovic,Ajax Amsterdam,midfield,20,Bosnia-Herzegovina,1500000.0
3177,Omurwa,CF Estrela Amadora SAD,Defender,24,Kenya,1500000.0
3558,Imran Nazih,FC Volendam,midfield,17,Morocco,1500000.0
1593,Daniel Samek,US Lecce,midfield,19,Czech Republic,1500000.0
3191,Miguel Pinto,CF Estrela Amadora SAD,midfield,19,Portugal,1500000.0
2219,Marnon Busch,1.FC Heidenheim 1846,Defender,28,Germany,1500000.0
3541,Tunahan Tasci,Fortuna Sittard,Attack,21,Turkey,1500000.0
4503,Oday Dabbagh,RSC Charleroi,Attack,24,Palestine,1500000.0
3507,Luca Everink,Go Ahead Eagles,Defender,22,Netherlands,1500000.0
2193,Felix Passlack,VfL Bochum,Defender,25,Germany,1500000.0
3221,Steven Petkov,Moreirense FC,Attack,28,Bulgaria,1500000.0
1657,Filippo Melegoni,Genoa CFC,midfield,24,Italy,1500000.0
3433,Youri Schoonderwaldt,Sparta Rotterdam,Goalkeeper,23,Netherlands,1500000.0
1671,Boris Radunović,Cagliari Calcio,Goalkeeper,27,Serbia,1500000.0
3521,Jahnoah Markelo,Go Ahead Eagles,Attack,20,Netherlands,1500000.0
2202,Lukas Daschner,VfL Bochum,midfield,24,Germany,1500000.0
2203,Moritz-Broni Kwarteng,VfL Bochum,midfield,25,Germany,1500000.0
4522,Abu Francis,Cercle Brugge ,midfield,22,Ghana,1500000.0
3210,Víctor García,Moreirense FC,Defender,29,Venezuela,1500000.0
1160,Marco Sportiello,AC Milan,Goalkeeper,31,Italy,1500000.0
2283,Serif Nhaga,Paris Saint-Germain,Defender,17,Portugal,1500000.0
359,Ethan Horvath,Nottingham Forest,Goalkeeper,28,United States,1500000.0
2133,Anthony Jung,SV Werder Bremen,Defender,31,Germany,1500000.0
3206,Gilberto Batista,Moreirense FC,Defender,19,Portugal,1500000.0
3240,Fabrício Isidoro,SC Farense,midfield,31,Brazil,1500000.0
2216,Tim Siersleben,1.FC Heidenheim 1846,Defender,23,Germany,1500000.0
1631,Yayah Kallon,Hellas Verona,Attack,22,Sierra Leone,1500000.0
4504,Youssouph Badji,RSC Charleroi,Attack,21,Senegal,1500000.0
3587,Sem Scheperman,Heracles Almelo,midfield,21,Netherlands,1500000.0
427,Ryan Fredericks,AFC Bournemouth,Defender,30,England,1500000.0
4535,Federico Ricca,Oud-Heverlee Leuven,Defender,28,Uruguay,1500000.0
4637,Boris Lambert,KAS Eupen,Defender,23,Belgium,1500000.0
3668,Sven Zitman,PEC Zwolle,midfield,21,Netherlands,1500000.0
442,Jamal Lowe,AFC Bournemouth,Attack,28,Jamaica,1500000.0
2258,Marvin Mehlem,SV Darmstadt 98,midfield,25,Germany,1500000.0
3463,Carlens Arcus,Vitesse Arnhem,Defender,27,Haiti,1500000.0
1412,Leonardo Buta,Udinese Calcio,Defender,21,Portugal,1500000.0
2260,Mathias Honsak,SV Darmstadt 98,Attack,26,Austria,1500000.0
