,Players,Club,Position,Age,Nationality,Values
2764,Vagner,FC Metz,Attack,27,Cape Verde,650000.0
4238,Mickaël Tirpan,Kasimpasa,midfield,29,Belgium,650000.0
2011,Jozo Stanic,FC Augsburg,Defender,24,Croatia,650000.0
2993,André Bukia,FC Arouca,Attack,28,DR Congo,650000.0
2304,Djeidi Gassama,Paris Saint-Germain,Attack,19,France,650000.0
4584,Tom Vandenberghe,KV Kortrijk,Goalkeeper,30,Belgium,650000.0
1647,Marko Pajac,Genoa CFC,Defender,30,Croatia,650000.0
2982,Weverson,FC Arouca,Defender,23,Brazil,600000.0
2896,Justin de Haas,FC Famalicão,Defender,23,Netherlands,600000.0
1043,Isma Ruiz,Granada CF,midfield,22,Spain,600000.0
2895,Otávio,FC Famalicão,Defender,21,Brazil,600000.0
757,Beñat Prados,Athletic Bilbao,midfield,22,Spain,600000.0
4479,Renaud Emond,Standard Liège,Attack,31,Belgium,600000.0
2986,Eboue Kouassi,FC Arouca,midfield,25,Cote d'Ivoire,600000.0
280,Charlie Goode,Brentford FC,Defender,27,England,600000.0
3052,Gaizka Larrazabal,Casa Pia AC,Attack,25,Spain,600000.0
1451,Krisztofer Horváth,Torino FC,midfield,21,Hungary,600000.0
387,Alex Mighten,Nottingham Forest,Attack,21,England,600000.0
2995,Yusuf Lawal,FC Arouca,Attack,25,Nigeria,600000.0
4646,Yentl Van Genechten,KAS Eupen,Defender,22,Belgium,600000.0
3922,Simon Deli,Adana Demirspor,Defender,31,Cote d'Ivoire,600000.0
2996,Antony,FC Arouca,Attack,21,Brazil,600000.0
525,Gabriel Osho,Luton Town,Defender,24,England,600000.0
345,Ashley Young,Everton FC,Defender,38,England,600000.0
1606,Joel Voelkerling Persson,US Lecce,Attack,20,Sweden,600000.0
3051,Fernando Andrade,Casa Pia AC,Attack,30,Brazil,600000.0
4481,Pierre Patron,RSC Charleroi,Goalkeeper,25,France,600000.0
2966,Bruno Lourenço,Boavista FC,Attack,25,Portugal,600000.0
4068,Görkem Saglam,Hatayspor,midfield,25,Turkey,600000.0
1947,Tony Jantschke,Borussia Mönchengladbach,Defender,33,Germany,600000.0
4648,Kevin Möhwald,KAS Eupen,midfield,30,Germany,600000.0
1548,Simy,US Salernitana 1919,Attack,31,Nigeria,600000.0
2932,Manu,Vitória Guimarães SC,midfield,22,Portugal,600000.0
1789,Antonios Papadopoulos,Borussia Dortmund,Defender,23,Germany,600000.0
4603,Pape Habib Gueye,KV Kortrijk,Attack,23,Senegal,600000.0
1528,Luka Bogdan,US Salernitana 1919,Defender,27,Croatia,600000.0
1692,Nicolas Viola,Cagliari Calcio,midfield,33,Italy,600000.0
4041,Sokol Cikalleshi,Konyaspor,Attack,32,Albania,600000.0
4042,Uche Ikpeazu,Konyaspor,Attack,28,Uganda,600000.0
4170,Can Keles,Fatih Karagümrük,Attack,21,Austria,600000.0
1510,Samuele Vignato,AC Monza,midfield,19,Italy,600000.0
3141,Issah Abass,GD Chaves,Attack,24,Ghana,600000.0
3080,Josué Sá,Rio Ave FC,Defender,31,Portugal,600000.0
2088,Ben Bobzien,1.FSV Mainz 05,Attack,20,Germany,600000.0
1685,Alessandro Di Pardo,Cagliari Calcio,Defender,23,Italy,600000.0
4580,Yonas Malede,KV Mechelen,Attack,23,Israel,600000.0
2957,Ibrahima,Boavista FC,midfield,24,Guinea,600000.0
3164,Kévin Zohi,FC Vizela,Attack,26,Mali,600000.0
4339,Jay-Dee Geusens,KRC Genk,midfield,21,Belgium,600000.0
3136,Guima,GD Chaves,midfield,27,Portugal,600000.0
4062,Rayane Aabid,Hatayspor,midfield,31,France,600000.0
4063,Armin Hodzic,Hatayspor,midfield,23,Bosnia-Herzegovina,600000.0
534,Luke Freeman,Luton Town,midfield,31,England,600000.0
1476,Niklas Pyyhtiä,Bologna FC 1909,midfield,19,Finland,600000.0
2232,Nikola Dovedan,1.FC Heidenheim 1846,Attack,29,Austria,600000.0
1006,Juan Cala,Cádiz CF,Defender,33,Spain,600000.0
750,Álex Petxa,Athletic Bilbao,Defender,26,Spain,600000.0
1071,Benito Ramírez,UD Las Palmas,Attack,28,Spain,600000.0
3013,Lucas Ventura,Portimonense SC,midfield,25,Brazil,600000.0
2023,Noah Joel Sarenren Bazee,FC Augsburg,Attack,26,Germany,600000.0
977,Miguel Ángel Morro,Rayo Vallecano,Goalkeeper,22,Spain,600000.0
3081,Renato Pantalon,Rio Ave FC,Defender,25,Croatia,600000.0
4656,Isaac Nuhu,KAS Eupen,Attack,21,Ghana,600000.0
3046,Beni,Casa Pia AC,midfield,21,Angola,600000.0
1066,Fabio González,UD Las Palmas,midfield,26,Spain,600000.0
4462,Ibe Hautekiet,Standard Liège,Defender,21,Belgium,600000.0
4515,Senna Miangue,Cercle Brugge ,Defender,26,Belgium,600000.0
3022,Luquinha,Portimonense SC,midfield,22,Brazil,600000.0
2195,Cristian Gamboa,VfL Bochum,Defender,33,Costa Rica,600000.0
1075,Cristian Herrera,UD Las Palmas,Attack,32,Spain,600000.0
4461,Nathan Ngoy,Standard Liège,Defender,20,Belgium,600000.0
4525,Alan Minda,Cercle Brugge ,midfield,20,Ecuador,600000.0
2854,Geny Catamo,Sporting CP,Attack,22,Mozambique,600000.0
1664,Vittorio Parigini,Genoa CFC,Attack,27,Italy,600000.0
2527,Moustapha Mbow,Stade Reims,Defender,23,Senegal,600000.0
3119,Heri Tavares,GD Estoril Praia,Attack,26,Portugal,600000.0
1058,Alex Suárez,UD Las Palmas,Defender,30,Spain,600000.0
3009,Moustapha Seck,Portimonense SC,Defender,27,Senegal,600000.0
2753,Sofiane Alakouch,FC Metz,Defender,24,Morocco,600000.0
4514,Edgaras Utkus,Cercle Brugge ,Defender,23,Lithuania,600000.0
4024,Cebrail Karayel,Konyaspor,Defender,28,Turkey,550000.0
1381,Andrea Ghion,US Sassuolo,midfield,23,Italy,550000.0
4185,Kader Keita,Sivasspor,midfield,22,Cote d'Ivoire,550000.0
3833,Berkay Vardar,Besiktas JK,midfield,20,Turkey,550000.0
1251,Marco Carraro,Atalanta BC,midfield,25,Italy,550000.0
1334,Gabriele Gori,ACF Fiorentina,Attack,24,Italy,550000.0
3993,Güray Vural,Antalyaspor,Defender,35,Turkey,550000.0
4220,Valmir Veliu,Gaziantep FK,Attack,23,Kosovo,550000.0
4571,Samuel Oum Gouet,KV Mechelen,midfield,25,Cameroon,550000.0
4138,Ali Karimi,Kayserispor,midfield,29,Iran,550000.0
4600,Massimo Bruno,KV Kortrijk,Attack,29,Belgium,550000.0
2686,Yadaly Diaby,Clermont Foot 63,midfield,22,Guinea,550000.0
1315,Gabriele Ferrarini,ACF Fiorentina,Defender,23,Italy,550000.0
4520,Hannes Van Der Bruggen,Cercle Brugge ,midfield,30,Belgium,550000.0
4495,Zan Rogelj,RSC Charleroi,midfield,23,Slovenia,550000.0
4587,Aleksandar Radovanovic,KV Kortrijk,Defender,29,Serbia,550000.0
3923,Jovan Manev,Adana Demirspor,Defender,22,North Macedonia,550000.0
4590,Lynnt Audoor,KV Kortrijk,midfield,19,Belgium,550000.0
4379,Dorian Dessoleil,Royal Antwerp FC,Defender,30,Belgium,500000.0
3230,Hamidou,SC Farense,Defender,21,Mali,500000.0
3231,Talys,SC Farense,Defender,24,Brazil,500000.0
3172,António Filipe,CF Estrela Amadora SAD,Goalkeeper,38,Portugal,500000.0
2885,Hernâni,SC Braga,Attack,22,Portugal,500000.0
4047,Arel Ekinci,Hatayspor,Goalkeeper,19,Germany,500000.0
3183,Miguel Lopes,CF Estrela Amadora SAD,Defender,36,Portugal,500000.0
2914,Pablo,FC Famalicão,Attack,19,Brazil,500000.0
3414,Jan Bekkema,SC Heerenveen,Goalkeeper,27,Netherlands,500000.0
3225,Rafael Defendi,SC Farense,Goalkeeper,39,Brazil,500000.0
3546,Kayne van Oevelen,FC Volendam,Goalkeeper,19,Netherlands,500000.0
216,Viljami Sinisalo,Aston Villa,Goalkeeper,21,Finland,500000.0
674,Peter Pokorny,Real Sociedad,midfield,21,Slovakia,500000.0
3070,Bilel Aouacheria,Gil Vicente FC,Attack,29,France,500000.0
4140,Eray Özbek,Kayserispor,midfield,20,Turkey,500000.0
4029,Hüseyin Mert Uyaniker,Konyaspor,midfield,23,Turkey,500000.0
4159,Egemen Pehlivan,Fatih Karagümrük,Defender,23,Turkey,500000.0
4031,Cagdas Sendur,Konyaspor,midfield,19,Turkey,500000.0
1563,Francesco Donati,FC Empoli,Defender,22,Italy,500000.0
1565,Duccio Degli Innocenti,FC Empoli,midfield,20,Italy,500000.0
950,Arvin Appiah,UD Almería,Attack,22,England,500000.0
4036,Hüseyin Biber,Konyaspor,Attack,20,Turkey,500000.0
4135,Anthony Uzodimma,Kayserispor,midfield,24,Nigeria,500000.0
4222,Mehmet Kuzucu,Gaziantep FK,Attack,19,Turkey,500000.0
4039,Ata Berk Karababa,Konyaspor,Attack,18,Turkey,500000.0
4168,Adem Ljajić,Fatih Karagümrük,midfield,31,Serbia,500000.0
1693,Nunzio Lella,Cagliari Calcio,midfield,22,Italy,500000.0
4172,Sofiane Feghouli,Fatih Karagümrük,Attack,33,Algeria,500000.0
2583,Loris Mouyokolo,FC Lorient,Defender,22,France,500000.0
3441,Sergi Rosanas,Sparta Rotterdam,Defender,22,Spain,500000.0
2138,Christian Groß,SV Werder Bremen,midfield,34,Germany,500000.0
4598,Martin Regali,KV Kortrijk,Attack,29,Slovakia,500000.0
4374,Ortwin De Wolf,Royal Antwerp FC,Goalkeeper,26,Belgium,500000.0
3528,Tom Hendriks,Fortuna Sittard,Goalkeeper,21,Netherlands,500000.0
3573,Robin Jalving,Heracles Almelo,Goalkeeper,23,Netherlands,500000.0
1597,John Björkengren,US Lecce,midfield,24,Sweden,500000.0
4114,Sener Kaya,Samsunspor,Attack,20,Turkey,500000.0
1598,Medon Berisha,US Lecce,midfield,19,Albania,500000.0
1722,Gennaro Borrelli,Frosinone Calcio,Attack,23,Italy,500000.0
4199,Muhammed Ergin,Sivasspor,Attack,22,Turkey,500000.0
4163,Lawrence Nicholas,Fatih Karagümrük,midfield,22,Nigeria,500000.0
2528,Dario Maresic,Stade Reims,Defender,23,Austria,500000.0
2197,Anthony Losilla,VfL Bochum,midfield,37,France,500000.0
4209,Onur Basyigit,Gaziantep FK,Defender,19,Turkey,500000.0
3204,Maracás,Moreirense FC,Defender,29,Brazil,500000.0
4647,Brandon Baiye,KAS Eupen,midfield,22,Belgium,500000.0
4078,Ibrahim Demir,Hatayspor,Attack,18,Turkey,500000.0
4373,Senne Lammens,Royal Antwerp FC,Goalkeeper,21,Belgium,500000.0
652,Vitolo,Atlético de Madrid,Attack,33,Spain,500000.0
3500,Sven Jansen,Go Ahead Eagles,Goalkeeper,18,Netherlands,500000.0
2836,Tiago Ilori,Sporting CP,Defender,30,Portugal,500000.0
3211,Alhassane Sylla,Moreirense FC,Defender,27,Senegal,500000.0
4067,Ali Yildiz,Hatayspor,midfield,16,Turkey,500000.0
2662,Bonota Traoré,FC Toulouse,Attack,20,France,500000.0
3787,Serkan Asan,Trabzonspor,Defender,24,Turkey,500000.0
3489,Nils Rossen,NEC Nijmegen,midfield,17,Netherlands,500000.0
2805,Iván Marcano,FC Porto,Defender,36,Spain,500000.0
3424,Djenahro Nunumete,SC Heerenveen,midfield,21,Netherlands,500000.0
4056,Engin Can Aksoy,Hatayspor,Defender,19,Turkey,500000.0
2089,Brajan Gruda,1.FSV Mainz 05,Attack,19,Germany,500000.0
2126,Michael Zetterer,SV Werder Bremen,Goalkeeper,28,Germany,500000.0
3580,Chiel Olde Keizer,Heracles Almelo,Defender,20,Netherlands,500000.0
3184,Pedro Sá,CF Estrela Amadora SAD,midfield,29,Portugal,500000.0
4126,Sarp Ekinci,Samsunspor,Attack,21,Turkey,500000.0
1653,Stefan Ilsanker,Genoa CFC,midfield,34,Austria,500000.0
1619,Daniele Ghilardi,Hellas Verona,Defender,20,Italy,500000.0
3073,Juan Manuel Boselli,Gil Vicente FC,Attack,23,Uruguay,500000.0
4360,Sven Kums,KAA Gent,midfield,35,Belgium,500000.0
1719,Giorgi Kvernadze,Frosinone Calcio,Attack,20,Georgia,500000.0
4597,Dylan Mbayo,KV Kortrijk,Attack,21,Belgium,500000.0
3192,Diogo Salomão,CF Estrela Amadora SAD,Attack,34,Portugal,500000.0
636,Santiago Mouriño,Atlético de Madrid,Defender,21,Uruguay,500000.0
4211,Berkan Küpelikilinc,Gaziantep FK,Defender,20,Germany,500000.0
2837,Luís Neto,Sporting CP,Defender,35,Portugal,500000.0
1098,Nikita Contini,SSC Napoli,Goalkeeper,27,Italy,500000.0
1557,Lorenzo Tonelli,FC Empoli,Defender,33,Italy,500000.0
4683,Florian Le Joncour,RWD Molenbeek,Defender,28,France,500000.0
3018,Paulo Estrela,Portimonense SC,midfield,24,Portugal,500000.0
3715,Nazim Sangaré,Fenerbahce,Defender,29,Turkey,500000.0
3710,Yigit Efe Demir,Fenerbahce,Defender,18,Turkey,500000.0
4679,Guillaume Hubert,RWD Molenbeek,Goalkeeper,29,Belgium,500000.0
2746,Marc-Aurèle Caillard,FC Metz,Goalkeeper,29,France,500000.0
1361,Jony,SS Lazio,Attack,32,Spain,500000.0
3883,Cagri Güney,Alanyaspor,Goalkeeper,19,Turkey,500000.0
3702,Furkan Akyüz,Fenerbahce,Goalkeeper,17,Turkey,500000.0
4273,Eren Emre Aydin,Caykur Rizespor,midfield,18,Turkey,500000.0
4272,Emirhan Yilmaz,Caykur Rizespor,midfield,19,Turkey,500000.0
4619,Sékou Camara,KVC Westerlo,midfield,22,Guinea,500000.0
4680,Théo Defourny,RWD Molenbeek,Goalkeeper,31,Belgium,500000.0
3116,Dele,GD Estoril Praia,Attack,22,Nigeria,500000.0
4613,Edisson Jordanov,KVC Westerlo,Defender,30,Bulgaria,500000.0
3904,Ismail Zehir,Alanyaspor,midfield,20,Turkey,500000.0
4601,Billal Messaoudi,KV Kortrijk,Attack,25,Algeria,500000.0
459,Tyrese Francois,Fulham FC,midfield,22,Australia,500000.0
3907,Emin Sarigül,Alanyaspor,midfield,18,Turkey,500000.0
2050,Laurin Ulrich,VfB Stuttgart,midfield,18,Germany,500000.0
4265,Aziz Aksoy,Caykur Rizespor,Defender,23,Turkey,500000.0
4264,Emre Simsek,Caykur Rizespor,Defender,19,Turkey,500000.0
2757,Arthur Atta,FC Metz,midfield,20,France,500000.0
3121,João Carlos,GD Estoril Praia,Attack,28,Brazil,500000.0
1428,Vivaldo,Udinese Calcio,Attack,18,Portugal,500000.0
3679,Joey Kesting,RKC Waalwijk,Goalkeeper,22,Netherlands,500000.0
3917,Onur Demir,Alanyaspor,Attack,20,Turkey,500000.0
4626,Jan Bernat,KVC Westerlo,midfield,22,Slovakia,500000.0
4550,Sofian Kiyine,Oud-Heverlee Leuven,midfield,25,Morocco,500000.0
4277,Mahsun Capkan,Caykur Rizespor,Attack,23,Turkey,500000.0
4278,Efe Tecimer,Caykur Rizespor,Attack,20,Turkey,500000.0
4653,Isaac Christie-Davies,KAS Eupen,midfield,25,Wales,500000.0
1274,Simone Mazzocchi,Atalanta BC,Attack,24,Italy,500000.0
1971,Benjamin Uphoff,SC Freiburg,Goalkeeper,29,Germany,500000.0
1977,Max Rosenfelder,SC Freiburg,Defender,20,Germany,500000.0
4639,Rune Paeshuyse,KAS Eupen,Defender,21,Belgium,500000.0
3822,Necip Uysal,Besiktas JK,Defender,32,Turkey,500000.0
1304,Michele Cerofolini,ACF Fiorentina,Goalkeeper,24,Italy,500000.0
1953,Simon Walde,Borussia Mönchengladbach,Defender,18,Germany,500000.0
2727,Nolan Mbemba,Le Havre AC,midfield,28,Congo,500000.0
1880,Nacho Ferri,Eintracht Frankfurt,Attack,18,Spain,500000.0
1093,Abde Rebbach,Deportivo Alavés,Attack,24,Algeria,500000.0
4632,Lennart Moser,KAS Eupen,Goalkeeper,23,Germany,500000.0
1089,Abdallahi Mahmoud,Deportivo Alavés,midfield,23,Mauritania,500000.0
3837,Ege Tiknaz,Besiktas JK,midfield,18,Turkey,500000.0
1086,Carlos Benavidez,Deportivo Alavés,midfield,25,Uruguay,500000.0
3843,Emirhan Delibas,Besiktas JK,Attack,20,Turkey,500000.0
1083,Aleksandar Sedlar,Deportivo Alavés,Defender,31,Serbia,500000.0
4665,Ryoya Ogawa,Sint-Truidense VV,Defender,26,Japan,500000.0
3034,Nermin Zolotic,Casa Pia AC,Defender,30,Bosnia-Herzegovina,500000.0
498,Adam Davies,Sheffield United,Goalkeeper,30,Wales,500000.0
3033,João Nunes,Casa Pia AC,Defender,27,Portugal,500000.0
3028,Bryan Róchez,Portimonense SC,Attack,28,Honduras,500000.0
2038,Clinton Mola,VfB Stuttgart,Defender,22,England,500000.0
3027,Ângelo Taveira,Portimonense SC,Attack,23,Portugal,500000.0
2745,Alexandre Oukidja,FC Metz,Goalkeeper,34,Algeria,500000.0
917,Ibrahima Kébé,Girona FC,midfield,22,Mali,500000.0
3905,Buluthan Bulut,Alanyaspor,midfield,20,Turkey,500000.0
1449,Brian Bayeye,Torino FC,midfield,23,France,500000.0
4250,Mustafa Ethem Erboga,Kasimpasa,Attack,24,Turkey,500000.0
4249,Furkan Külekci,Kasimpasa,Attack,22,Turkey,500000.0
2963,Masa,Boavista FC,midfield,23,Japan,500000.0
3647,Layee Kromah,Almere City FC,Attack,20,Netherlands,500000.0
3973,Mahmut Altinkaya,MKE Ankaragücü,midfield,23,Turkey,500000.0
535,Fred Onyedinma,Luton Town,midfield,26,Nigeria,500000.0
3975,Atakan Dama,MKE Ankaragücü,midfield,19,Turkey,500000.0
1489,Alessandro Sorrentino,AC Monza,Goalkeeper,21,Italy,500000.0
4244,Ahmet Demirli,Kasimpasa,Attack,22,Turkey,500000.0
272,Matthew Cox,Brentford FC,Goalkeeper,20,England,500000.0
3987,Dogukan Özkan,Antalyaspor,Goalkeeper,23,Turkey,500000.0
3989,Veysel Sari,Antalyaspor,Defender,34,Turkey,500000.0
2064,Jovan Milosevic,VfB Stuttgart,Attack,17,Serbia,500000.0
2944,Alisson Safira,Vitória Guimarães SC,Attack,28,Brazil,500000.0
3628,Jaden Pinas,Almere City FC,Defender,19,Netherlands,500000.0
4235,Taha Veysel Kemendi,Kasimpasa,Defender,20,Turkey,500000.0
151,Alfie Whiteman,Tottenham Hotspur,Goalkeeper,24,England,500000.0
2933,Matheus Índio,Vitória Guimarães SC,midfield,23,Brazil,500000.0
4011,Ozan Can Oruc,Konyaspor,Goalkeeper,23,Turkey,500000.0
4230,Yunus Emre Sentürk,Kasimpasa,Goalkeeper,20,Turkey,500000.0
4384,Ritchie De Laet,Royal Antwerp FC,Defender,34,Belgium,500000.0
4228,Murat Can Yildiz,Kasimpasa,Goalkeeper,24,Turkey,500000.0
2930,Bruno Gaspar,Vitória Guimarães SC,Defender,30,Angola,500000.0
2680,Cem Türkmen,Clermont Foot 63,midfield,21,Turkey,500000.0
4022,Fatih Mankir,Konyaspor,Defender,20,Turkey,500000.0
4652,Nathan Bitumazala,KAS Eupen,midfield,20,France,500000.0
3983,Bevic Moussiti-Oko,MKE Ankaragücü,Attack,28,Congo,500000.0
3140,João Pedro,GD Chaves,midfield,30,Portugal,500000.0
3132,Euller,GD Chaves,Defender,28,Brazil,500000.0
4691,Romildo Del Piage,RWD Molenbeek,midfield,23,Brazil,500000.0
4258,Selim Ay,Caykur Rizespor,Defender,31,Turkey,500000.0
2987,Uri Busquets,FC Arouca,midfield,24,Spain,500000.0
116,Tom Heaton,Manchester United,Goalkeeper,37,England,500000.0
3942,Nani,Adana Demirspor,Attack,36,Portugal,500000.0
3933,Hijran Ali Boyaci,Adana Demirspor,midfield,18,Turkey,500000.0
1256,Michel Adopo,Atalanta BC,midfield,22,France,500000.0
2984,Bogdan Milovanov,FC Arouca,Defender,25,Ukraine,500000.0
3951,Hamza Jaganjac,Adana Demirspor,Attack,19,Bosnia-Herzegovina,500000.0
2765,Warren Tchimbembé,FC Metz,Attack,25,Congo,500000.0
4254,Zeki Furkan Kayali,Caykur Rizespor,Goalkeeper,19,Turkey,500000.0
3943,Yusuf Erdogan,Adana Demirspor,Attack,30,Turkey,475000.0
3785,Arif Bosluk,Trabzonspor,Defender,20,Turkey,475000.0
3931,Mahamadou Ba,Adana Demirspor,midfield,23,Mali,475000.0
4532,Nordin Jackers,Oud-Heverlee Leuven,Goalkeeper,25,Belgium,450000.0
1541,Pawel Jaroszynski,US Salernitana 1919,midfield,28,Poland,450000.0
1118,Antonio Cioffi,SSC Napoli,Attack,20,Italy,450000.0
478,Bobby Thomas,Burnley FC,Defender,22,England,450000.0
1459,Federico Ravaglia,Bologna FC 1909,Goalkeeper,23,Italy,450000.0
3094,Joca,Rio Ave FC,Attack,27,Portugal,450000.0
3764,Hamza Akman,Galatasaray,midfield,18,Turkey,450000.0
4050,Burak Bekaroglu,Hatayspor,Defender,26,Turkey,450000.0
4611,Jordan Bos,KVC Westerlo,Defender,20,Australia,450000.0
4136,Yaw Ackah,Kayserispor,midfield,24,Ghana,450000.0
3854,Shaocong Wu,Basaksehir FK,Defender,23,China,450000.0
1385,Yeferson Paz,US Sassuolo,midfield,21,Colombia,450000.0
2758,Sami Lahssaini,FC Metz,midfield,24,Belgium,450000.0
4243,Berat Kalkan,Kasimpasa,Attack,20,North Macedonia,425000.0
3929,Ismail Cokcalis,Adana Demirspor,Defender,23,Turkey,425000.0
2673,Yoël Armougom,Clermont Foot 63,Defender,25,France,400000.0
1882,Pavao Pervan,VfL Wolfsburg,Goalkeeper,35,Austria,400000.0
360,Wayne Hennessey,Nottingham Forest,Goalkeeper,36,Wales,400000.0
1940,Tobias Sippel,Borussia Mönchengladbach,Goalkeeper,35,Germany,400000.0
2740,Nassim Chadli,Le Havre AC,Attack,21,Morocco,400000.0
1960,Conor Noß,Borussia Mönchengladbach,midfield,22,Ireland,400000.0
922,Óscar Ureña,Girona FC,Attack,20,Spain,400000.0
4298,Denis Odoi,Club Brugge KV,Defender,35,Ghana,400000.0
1697,Jacopo Desogus,Cagliari Calcio,Attack,20,Italy,400000.0
3075,Depú,Gil Vicente FC,Attack,23,Angola,400000.0
1720,Soufiane Bidaoui,Frosinone Calcio,Attack,33,Morocco,400000.0
1709,Anthony Oyono,Frosinone Calcio,Defender,22,Gabon,400000.0
1853,Dario Gebuhr,Eintracht Frankfurt,Defender,20,Germany,400000.0
2747,Ousmane Ba,FC Metz,Goalkeeper,21,Senegal,400000.0
935,Iván Martos,UD Almería,Defender,26,Spain,400000.0
2768,Lenny Joseph,FC Metz,Attack,22,France,400000.0
4271,Lebogang Phiri,Caykur Rizespor,midfield,28,South Africa,400000.0
1723,Marvin Cuni,Frosinone Calcio,Attack,22,Germany,400000.0
1716,Francesco Gelli,Frosinone Calcio,midfield,26,Italy,400000.0
2724,Abdelwahed Wahib,Le Havre AC,Defender,23,Morocco,400000.0
4540,Scotty Sadzoute,Oud-Heverlee Leuven,Defender,25,France,400000.0
4283,Anthony van den Hurk,Caykur Rizespor,Attack,30,Curacao,400000.0
2743,Pape Ibnou Ba,Le Havre AC,Attack,30,Mauritania,400000.0
2709,Axel Camblan,Stade Brestois 29,midfield,19,France,400000.0
1799,Ole Pohlmann,Borussia Dortmund,midfield,22,Germany,400000.0
382,Harry Arter,Nottingham Forest,midfield,33,Ireland,400000.0
4643,Teddy Alloh,KAS Eupen,Defender,21,France,400000.0
4542,Thibault Vlietinck,Oud-Heverlee Leuven,Defender,25,Belgium,400000.0
4051,Burak Yilmaz,Hatayspor,Defender,27,Turkey,400000.0
1542,Reda Boultam,US Salernitana 1919,midfield,25,Netherlands,400000.0
2971,Martim Tavares,Boavista FC,Attack,19,Portugal,400000.0
4704,Lucas Lissens,RSC Anderlecht,Defender,21,Belgium,400000.0
3650,Thomas Robinet,Almere City FC,Attack,26,France,400000.0
2965,Salvador Agra,Boavista FC,Attack,31,Portugal,400000.0
2958,Ilija Vukotic,Boavista FC,midfield,24,Montenegro,400000.0
2950,Vincent Sasso,Boavista FC,Defender,32,France,400000.0
3053,Kiki,Casa Pia AC,Attack,25,Portugal,400000.0
3142,Benny,GD Chaves,Attack,23,Portugal,400000.0
3054,Felippe Cardoso,Casa Pia AC,Attack,24,Brazil,400000.0
4640,Jan Kral,KAS Eupen,Defender,24,Czech Republic,400000.0
2945,Adrián Butzke,Vitória Guimarães SC,Attack,24,Spain,400000.0
4649,Jérôme Déom,KAS Eupen,midfield,24,Belgium,400000.0
1529,Federico Fazio,US Salernitana 1919,Defender,36,Argentina,400000.0
432,Gavin Kilkenny,AFC Bournemouth,midfield,23,Ireland,400000.0
2935,André André,Vitória Guimarães SC,midfield,33,Portugal,400000.0
4669,Stan Van Dessel,Sint-Truidense VV,midfield,21,Belgium,400000.0
4017,Metehan Mert,Konyaspor,Defender,24,Turkey,400000.0
3055,Clayton,Casa Pia AC,Attack,24,Brazil,400000.0
2419,Ibrahima Baldé,RC Lens,Attack,20,France,400000.0
3154,Matheus Pereira,FC Vizela,Defender,22,Brazil,400000.0
292,Yegor Yarmolyuk,Brentford FC,midfield,19,Ukraine,400000.0
3157,Tomás Silva,FC Vizela,midfield,23,Portugal,400000.0
3089,João Graça,Rio Ave FC,midfield,28,Portugal,400000.0
4662,Bruno Godeau,Sint-Truidense VV,Defender,31,Belgium,400000.0
3023,Rui Gomes,Portimonense SC,Attack,25,Portugal,400000.0
4428,Lucas Pirard,Royale Union Saint Gilloise,Goalkeeper,28,Belgium,400000.0
3795,Kerem Sen,Trabzonspor,midfield,21,Turkey,400000.0
4622,Lukas Van Eenoo,KVC Westerlo,midfield,32,Belgium,400000.0
3014,Mohamed Diaby,Portimonense SC,midfield,26,France,400000.0
3896,Leroy Fer,Alanyaspor,midfield,33,Netherlands,400000.0
3006,Lucas,Portimonense SC,Defender,30,Brazil,400000.0
4469,Isaac Price,Standard Liège,midfield,19,Northern Ireland,400000.0
3117,Tiago Araújo,GD Estoril Praia,Attack,22,Portugal,400000.0
3002,Vinícius Silvestre,Portimonense SC,Goalkeeper,29,Brazil,400000.0
